,Benin,Estonia,Ethiopia,Israel,France,Serbia,India,Sweden,Finland,Croatia,El Salvador,Mongolia,United Kingdom,Ivory Coast,Australia,Ghana,Cuba,Mexico,Hungary,Angola,China,Congo,Italy,Tunisia,Zimbabwe,Qatar,Malaysia,Norway,Kuwait,Poland,Bahrain,Suriname,Gabon,Bangladesh,Slovenia,Cameroon,Belarus,Kyrgyzstan,Chile,Germany,Iraq,Bolivia,Uzbekistan,Brunei Darussalam,Pakistan,Togo,Zambia,Lithuania,Austria,Burma,United States of America,Libya,Spain,Brazil,Ecuador,Nigeria,Greece,Peru,Netherlands,Turkey,Morocco,Azerbaijan,Argentina,Algeria,Albania,Russian Federation & USSR,Colombia,Egypt,Slovakia,Sudan,Georgia,Yemen,Denmark,Thailand,South Africa,Niger,Bulgaria,Kazakhstan,Canada,Guatemala,Tajikistan,Romania,Indonesia,Oman,Japan,Jordan,Eritrea,Venezuela,Saudi Arabia,Iran,UAE,,
1969,0,0,0,99000,2499000,0,6723000,0,0,0,0,5000,77000,0,2007000,0,206000,21058000,1754000,2458000,14600000,27000,1477000,3704000,0,17025000,447000,0,139325000,439000,3798000,0,5028000,0,0,0,0,0,1711000,7961000,74485000,1876000,0,6107000,533000,0,0,0,2758000,794000,455602000,149881000,190000,8239000,212000,26575000,0,3519000,2020000,3623000,59000,0,18166000,44784000,1307000,328373000,10934000,14795000,0,0,0,0,0,2000,0,0,325000,0,55124000,0,0,13246000,36620000,16368000,749000,0,0,191000000,163000000,169000000,30400000,,
1970,0,0,0,77000,2309000,0,6809000,0,0,0,0,0,84000,0,8494000,0,159000,21508000,1937000,5065000,23930000,19000,1405000,4151000,0,17373000,859000,0,150636000,424000,3825000,0,5423000,0,0,0,0,0,1468000,7625000,76457000,1122000,0,6685000,453000,0,0,0,2798000,798000,475289000,159814000,151000,7980000,193000,54203000,0,3550000,1919000,3542000,44000,0,20026000,48205000,1487000,353039000,11327000,20904000,0,0,0,0,0,10000,0,0,334000,0,62000000,0,0,13377000,42598000,16583000,770000,0,0,197000000,192000000,193000000,37800000,,
1971,0,0,0,63000,1861000,0,7185000,0,0,0,0,0,83000,0,15581000,0,120000,21416000,1955000,5721000,36650000,14000,1288000,4109000,0,20645000,3276000,293000,160856000,395000,3739000,0,5785000,0,0,0,0,0,1402000,7515000,83266000,1710000,0,6341000,401000,0,0,0,2516000,872000,466704000,132974000,123000,8303000,179000,76377000,0,3053000,1714000,3452000,23000,0,21758000,37082000,1657000,377075000,11127000,21152000,0,0,0,0,0,13000,0,0,305000,0,66193000,0,0,13793000,44100000,14685000,752000,0,0,190000000,241000000,229000000,51300000,,
1972,0,0,0,48000,1484000,0,7373000,0,0,0,0,0,83000,0,16075000,0,112000,22166000,1977000,7057000,42950000,336000,1152000,3977000,0,23493000,4432000,1626000,165800000,347000,3488000,0,6309000,0,0,0,0,0,1417000,7199000,72144000,2031000,0,8823000,387000,0,0,0,2478000,968000,466956000,108287000,138000,8138000,4016000,90918000,0,3204000,1597000,3388000,28000,0,22130000,50086000,2150000,400440000,10142000,16840000,0,0,0,0,76000,6000,0,0,248000,0,75421000,0,0,14128000,53756000,14056000,716000,0,0,174000000,304000000,254000000,58400000,,
1973,0,0,0,39000,1254000,0,7198000,0,0,0,0,0,88000,0,19137000,0,138000,23255000,1989000,8154000,51250000,2091000,1048000,3879000,0,27502000,4340000,1584000,152418000,392000,3411000,0,7598000,0,0,0,0,0,1276000,6702000,99542000,2196000,0,11053000,373000,0,0,0,2579000,981000,454190000,104882000,764000,8276000,10615000,101765000,0,3482000,1492000,3511000,42000,0,21476000,50822000,2107000,429037000,9493000,14089000,0,0,0,0,68000,6000,0,0,190000,0,88028000,0,0,14287000,66216000,14630000,700000,0,0,181000000,384000000,295000000,74200000,,
1974,0,0,0,40000,1080000,0,7490000,0,0,0,0,0,88000,0,18956000,0,168000,29593000,1997000,8541000,65000000,2455000,1023000,4139000,0,24698000,3870000,1706000,128609000,550000,3363000,0,10202000,0,0,0,0,0,1110000,6245000,96859000,2112000,0,9620000,323000,0,0,0,2238000,894000,432794000,73364000,1976000,8617000,8989000,111578000,0,3815000,1461000,3309000,24000,0,21139000,47006000,1770000,458848000,8686000,12241000,0,0,0,0,89000,6000,0,0,144000,0,82529000,0,0,14486000,67499000,14466000,672000,0,0,161000000,430000000,303000000,81300000,,
1975,0,0,0,35000,1028000,0,8283000,0,0,0,0,1000,996000,0,20159000,0,226000,36889000,2006000,7791000,75000000,1789000,1018000,4609000,0,21102000,4683000,9276000,105232000,553000,3050000,0,11096000,0,0,0,0,0,994000,5797000,111168000,1874000,0,9290000,261000,0,0,0,2037000,955000,413090000,71533000,2028000,8352000,8155000,88440000,0,3553000,1419000,3095000,20000,0,20773000,47540000,1820000,490801000,8102000,16755000,0,0,0,0,148000,6000,0,0,122000,0,70087000,0,0,14590000,64138000,17016000,606000,0,0,127000000,359000000,269000000,80600000,,
1976,0,0,0,36000,1057000,0,8659000,3000,0,0,0,0,11376000,0,20516000,0,235000,41337000,2142000,7564000,85000000,2100000,1109000,3710000,0,24018000,8026000,13799000,108046000,455000,2902000,0,11326000,0,0,0,0,0,938000,5577000,118905000,1890000,0,10970000,271000,0,0,0,1931000,1159000,401252000,93452000,1772000,8121000,9488000,103479000,0,3775000,1371000,2595000,9000,0,20810000,50094000,1900000,519877000,7553000,16756000,0,0,0,0,195000,8000,0,0,117000,0,64529000,13000,0,14700000,74195000,18290000,580000,0,0,125000000,437000000,297000000,94000000,,
1977,0,0,0,24000,1032000,0,10185000,1000,0,0,0,0,37418000,0,20580000,0,256000,49279000,2191000,7602000,93640000,1639000,1083000,4304000,0,21414000,8733000,13554000,98633000,364000,2895000,0,11267000,0,0,38000,0,0,928000,5468000,115145000,1612000,0,10540000,477000,0,0,0,1787000,1343000,405712000,99503000,844000,7810000,9283000,102969000,0,4496000,1382000,2604000,22000,0,22167000,53519000,1950000,545799000,7106000,24075000,0,0,0,0,503000,14000,0,0,129000,0,64667000,7000,0,14650000,82931000,16968000,593000,0,0,121000000,468000000,286000000,96800000,,
1978,0,0,0,24000,1105000,0,11271000,1000,0,0,0,0,52146000,0,20547000,20000,240000,63328000,2200000,6469000,104050000,2569000,1452000,4944000,0,23555000,10320000,16957000,107398000,363000,2754000,0,10600000,0,0,505000,0,0,780000,5125000,125629000,1506000,0,11146000,471000,0,0,0,1790000,1413000,428490000,95857000,980000,7788000,10223000,94760000,0,7442000,1390000,2731000,24000,0,23236000,57195000,2100000,571531000,6755000,24417000,0,0,0,0,432000,15000,0,0,246000,0,64448000,30000,0,13724000,80447000,15696000,541000,0,0,117000000,424000000,265000000,88600000,,
1979,0,0,0,21000,1197000,0,12841000,1000,0,0,0,0,77165000,0,19795000,20000,240000,75475000,2027000,8775000,106150000,2783000,1720000,5537000,0,24500000,13465000,18819000,125313000,331000,2556000,0,10316000,0,0,2004000,0,0,1010000,4834000,170493000,1294000,0,12079000,496000,0,0,0,1728000,1514000,420818000,100868000,1158000,8042000,10874000,114500000,0,9453000,1084000,2823000,19000,0,24279000,56898000,2100000,585571000,6410000,26598000,0,0,0,0,430000,15000,0,0,260000,0,73279000,78000,0,12323000,78072000,14722000,482000,0,0,127000000,488000000,160000000,88700000,,
1980,0,0,0,1914971.4,2461081.3,0,9625194.5,27398.273,0,0,0,0,89741974,54482.684,22220110,108965.37,335287.3,113858100,3002012.5,8069935.8,114727550,3468170.9,2199348.4,5764622.7,0,25394691,14830802,26692823,94188263,417306.72,2913669.8,0,9511853.2,0,0,3184624.7,0,0,2220589.4,5087863.212,135643070,1579813.2,0,14178699,541289.45,0,0,0,1607100.7,1667159.1,517126890,96871773,1760763.6,10164685,11350805,111544570,0,10624345,1661971.1,2537626.5,52968.763,0,27621881,58403278,2560926.2,646315190,7187394.1,33302288,0,0,0,0,314544.74,17150.681,0,0,162921.88,0,89124977,274398.15,0,13295917,87509117,15362678,584761.14,0,0,117000000,510000000,74200000,83800000,,
1981,0,0,0,1964303.1,2926965.5,0,17157825,5464.6828,0,0,0,0,98814774,380079,22888496,108704.48,511006.77,136005340,2993994.5,6974835.4,108893640,4416487.7,2136648.7,6166972.2,0,22376524,13845901,26004709,63636723,416166.54,2805418.7,0,8184946.1,0,0,4763885,0,0,2563779.6,4910168.792,53779209,1280996.8,0,9837718,539994.66,0,0,0,1425079.9,1496343.6,515913270,62009331,1330267.3,11862670,11705543,77570145,436585.46,10530516,1770756.1,2530693.3,52713.569,0,27787102,53533180,2553929.1,652917300,7112309,33374851,0,0,0,0,783937.1,57206.098,0,0,162421.49,0,80821793,273648.41,0,13419221,89707474,17319813,420180.35,0,0,114000000,506000000,66200000,74100000,,
1982,0,0,0,54481.123,2644387.2,0,20611410,16394.049,0,0,0,0,113541440,488838.73,21322666,108704.48,628825.19,160539610,3206782.1,6545614.7,110679670,4735751.6,2023267.5,6271496.8,0,18597137,16048658,27016045,46403618,288552.94,2697174.5,0,8455970.8,0,0,5968545.9,0,0,2670201.1,4637348.792,54422157,1459556.5,0,9351779,646158.28,0,0,0,1480509.3,1662604,517062500,62741207,1596320.7,14458947,11705543,70100021,1183127.8,10637877,2434435.1,2750753.4,52713.569,0,27511244,53186989,3714806.1,656846500,7999472.6,37436577,0,0,0,0,1829186.7,549091.99,0,0,162421.49,0,79633301,328378.11,0,13472432,73746155,17589964,528940.08,0,0,103000000,340000000,120000000,64400000,,
1983,225988.94,0,0,54481.123,2698417.4,0,25358118,21858.731,0,0,0,0,126978970,1249254.5,23415724,108704.48,746569.93,157608510,3149253.6,9496506.7,114738820,4629330.2,2590173.2,6271496.8,0,16561275,19143007,33659981,60118820,255245.63,2628240.1,0,8510175.7,10649.503,0,6242332.5,0,0,2457358.1,4473656.792,54047104,1356927.9,0,9783724.8,699451.8,0,0,0,1425079.9,1662604,518992070,59948338,3086220.3,18874413,13138328,67176933,1384104,9221938.1,3364766.1,2420663.1,52713.569,0,27370430,51763832,4353288.2,660667480,8549135.2,40771488,0,0,0,0,2351811.4,879983.37,0,0,162421.49,0,83849922,382850.02,0,13408404,74480797,20345495,528940.08,0,0,97300000,240000000,123000000,60700000,,
1984,396758.02,0,0,54731.928,2705810.3,0,27532597,10959.304,0,0,0,0,138487560,1470534,27472456,108965.37,925328.67,162821620,3198176.1,11190311,124604760,6456133.4,2597408.1,6288679.1,0,21991158,23546822,38484974,65830879,256018.76,2581253.3,0,8533491.1,21357.371,0,7412488.5,0,0,2449053,4376588.112,65155182,1309301.5,0,9286380.8,914504.11,0,0,0,1317498.8,1778303,532750180,59434082,2454397.9,26502844,14334781,75340080,1497323,9946838.4,3828751.8,2261797.7,52968.763,0,26973213,56686825,3201157.8,656835570,9462079,46076584,0,0,0,0,2410660.3,1491424.3,0,0,217155.32,0,89469582,274398.15,0,13285070,77628876,22556580,452005.06,0,0,97600000,219000000,103000000,58100000,,
1985,452198.83,0,0,54481.123,3387762.8,0,32784229,5464.6828,0,0,0,0,141152310,1520831.6,32093964,54223.355,1080462.5,160906830,3138215.8,12393746,135575840,6385283,2590173.2,5957922,0,17054829,23482578,42034679,57845390,255245.63,2509979.7,58264.788,9323249.8,37809.052,0,10130101,0,0,2335737.7,4473656.792,77178886,1254299.4,0,8882917.4,1869479.4,0,0,0,1258791.9,1662604,535514400,57342579,2341270.4,31350948,15563042,80926285,1438668,10241861,4748888.5,2255617.9,52713.569,0,26082445,57890839,3192411.4,640482730,9879881.9,49585316,0,0,0,0,3031223.5,2698076.7,0,0,324842.99,0,91026833,164189.06,0,12344191,71660812,27075682,613613.19,0,0,91500000,172000000,110000000,56000000,,
1986,452198.83,0,0,54481.123,3807086.9,0,33438686,0,0,0,0,0,141922470,1086308.2,29072187,16394.049,1139482.1,146454510,3138215.8,15130028,141799870,6332072.3,2816935.5,5801134.6,0,17147984,26798553,46153263,80240891,255245.63,2697174.5,116271.81,8998020.2,38016.2,0,9692042.4,0,0,2031672.7,4419092.792,90948677,1113852.6,0,9584829.3,2241761,0,0,0,1258791.9,1330304.1,517682500,56173645,2302200.3,31903769,16224327,79410606,1438668,9597699.2,5712628.4,2530693.3,26329.167,0,25034637,60433353,3192411.4,660701900,17062910,45414333,0,0,0,525846.84,3971948.1,2675991.5,0,0,324842.99,0,90857536,273648.41,0,12397401,74572304,30425543,718167.6,54987.453,0,98900000,253000000,103000000,64600000,,
1987,395738.42,0,0,16438.238,3996482.1,0,32415817,0,0,0,0,0,135230640,977677.46,30656136,0,1139482.1,152240020,2901999,19314930,145588410,6544915.2,3829627,5658579.8,0,16420019,26512642,53648418,90060799,201758.74,2628240.1,116271.81,8401765.8,37919.525,0,9527770,0,0,1978462,4091708.792,111790880,1127229,0,7961360,2241761,0,0,0,1187474.8,941985.79,501649600,52877438,2049274.4,31772768,9666578.3,72590065,1384104,8846176.1,5372484.7,2805768.5,21184.852,0,24879442,60849880,3134367.7,668710210,21528725,49985020,0,0,0,1057585.6,5069459.9,2479738,0,0,324842.99,0,95549187,218918.74,0,12078136,72088707,31698458,671697.56,27493.738,0,100000000,214000000,117000000,68200000,,
1988,283490.9,0,0,21859.54,4115676.9,0,33964581,0,0,0,0,0,126155820,653459.91,30355902,0,965429.13,151729200,3180978.3,24317408,148158100,7683332.4,5155444.6,5596254.3,0,19501348,28846560,61073261,85417732,202293.05,2689794.1,175051.7,8642198.6,43296.281,0,8949893,0,0,1652158.4,4311029.463,145056320,1168266.8,0,7874889.9,2407867,0,0,0,1317498.8,750531.79,492827360,63844299,1881655.8,31205137,16766136,78705414,1223561.9,7632265.6,4818542,2758289.8,21187.501,0,26074120,59683327,2560926.2,671471310,21138008,47953957,0,0,0,9147625.9,5188160.4,2741636.8,0,0,238789.62,0,100669640,164694.26,0,10852107,72233223,33681591,669437.29,27490.586,0,105000000,273000000,117000000,72000000,,
1989,226173.06,0,0,16349.86,3996371.5,0,37342308,0,0,0,0,0,102054120,108612.42,27729124,0,962791.32,152223830,2676682,24411924,149214600,8726553.9,4679992.7,5685488.7,0,21046946,31127842,80089386,101239270,173037.86,2642978.9,232764.56,11274628,34117.445,0,9308741.6,0,0,1552684.3,4140966.452,157379670,1216389.1,0,7541925.4,2560837.3,0,0,0,1313899,871329.72,460948180,62540977,1477673.9,33287617,15452864,92889297,1001999.7,6995427.6,4148436.5,3080843.9,15847.212,0,26328430,62639755,2728060.7,650385190,22587452,49204517,0,0,0,10231791,6114709.4,2766578.7,0,0,270610.42,0,98461876,218992.38,0,10130717,77146118,35054974,613302.05,10966.19,0,106000000,271000000,144000000,85100000,,
1990,226173.06,0,0,10899.907,3739883.2,0,35232658,0,0,0,0,0,101693000,108612.42,32014977,0,903937.34,155515980,2906795.3,25484976,150134670,8779764.2,4963445.7,5058339.1,0,22987959,32951622,87774887,66555023,115358.58,2470458.3,226945.46,14635334,50113.793,0,8815925.6,0,0,1522672.8,3917303.146,110501850,1267703.3,0,8513802.5,3305400.4,0,0,0,1258478.9,760489.46,447572780,74503029,1291675.8,35113625,15783506,97977638,892890.16,6967249.9,4528598.3,4016099.9,15847.212,0,27597376,66657898,1741315.4,610328000,24639019,49413273,0,0,0,10171942,6323759.6,3079269.6,0,0,216488.35,0,98673706,218992.38,0,9013523.1,80133644,37432297,613302.05,16449.286,0,118000000,343000000,163000000,93200000,,
1991,226173.06,0,0,10899.907,3591454.7,0,32859306,0,0,0,0,0,101828340,108612.42,30395458,0,903937.34,163509090,2480870.2,26826290,153436110,8300868,4566611.8,5633226.4,0,22751852,34367683,100163630,10356661,160736.8,2253969.9,203669,15936253,44781.677,0,8377866.7,0,0,1324835.8,3873388.5,16341574,1267703.3,0,9107728,3377847.9,0,0,0,1480159.4,871329.72,454172730,80445038,1610940,35137470,16555006,102416400,910160.6,6215726.9,4595286.4,4841326.2,15847.212,0,27813221,66380341,1102833,556925960,23414114,49695179,0,0,0,10382759,7473534.1,3195578.3,0,0,64946.502,0,98589470,240891.62,0,7789677.1,86965790,38158401,830526.89,16449.286,0,131000000,428000000,174000000,107000000,,
1992,317509.8,0,0,10929.77,3668553.1,1236328.6,30857849,0,0,2176002.7,0,0,104394760,81682.488,29765806,60276.21,1024444.3,163246540,2429981.2,28298576,154399200,9284027.1,4745729,5910688.4,0,24482323,34870682,114018730,59143326,171922.33,2285023.5,291752.85,16197327,55597.823,0,7687025.1,2171183.8,117818.12,1221752.5,3446366.8,22833433,1351238.8,3103353,9432436.9,3374132.4,0,0,0,1313564.4,798076.27,443534360,77999924,1547120,35133209,17855135,105465260,741064.19,6286583.9,3534497.3,4633926.9,10593.763,11906341,31651365,68203148,640231.55,423073090,24247557,48800331,0,14079.458,157410.83,9618474,8542122.8,3536048.2,81540.339,0,59697.393,24100142,102982150,263510.85,67369.476,7554954.1,82503700,40345490,941712.26,0,0,132000000,442000000,176000000,118000000,,
1993,327950.95,0,0,10899.907,3496439.7,1232950.7,29434221,0,0,2210094.2,0,0,109289560,27153.116,28001749,87434.925,1257061.2,163188450,2400115.3,27309164,156412830,9631135,4732762.3,5280065.5,0,23883600,34255993,121868130,102994560,262536.76,2692599.1,290955.69,16966146,60778.026,0,6954177.4,2165251.7,106669.95,1203408.6,3327841,28032829,1398861.3,3995957.4,9448147.8,3287581.2,0,0,86610.071,1250631.7,791892.95,426340420,73999001,1213969.7,35962143,19112803,106097340,626201.45,6806209.1,3474824,4181145.2,10564.808,11131898,34002754,66460754,638482.27,372708680,25435429,49339569,74332.036,14040.994,108262.58,11594960,9093670.8,3624578,470785.74,0,54122.087,22085567,108344250,383236.68,40119.756,7247112.3,82760300,42138165,818978.85,0,0,136000000,429000000,184000000,114000000,,
1994,333605.26,0,0,5449.9535,3558759.2,1366631,33007771,0,0,2370913.7,0,0,135870240,369282.22,29752604,76505.564,1492477.1,166068630,2649457.2,28779097,159080380,9572822.6,4912891.9,4950024.6,0,23808956,34517509,137875690,113666530,267894.66,2732065.2,349146.84,17808922,82106.493,0,5910788.1,2151756,85892.431,1118854.6,3195414.8,30404749,1465383.8,5587894.9,9579654.7,3031972.9,0,0,156980.75,1191288,773617.63,416002960,74880951,1064692.6,37899914,20226686,104523380,592555.4,6909157.8,5435217.4,3961085.1,10564.808,10260903,37414913,65613251,638482.27,339741060,25099096,49656071,74332.036,4680.3313,97896.077,17667513,9667412.8,4112439.2,470785.74,0,59534.308,22459295,112784500,453959.23,29293.5,7492756.4,82793793,44030682,751944.66,0,0,144000000,432000000,185000000,115000000,,
1995,169629.8,0,0,5449.9535,3199687.7,1259417.9,39091232,0,0,2039708.6,0,0,143997570,435714.33,30902431,218587.32,1596479.3,161774460,2457643.5,34672062,161827710,9996904.4,5311744.7,4698821.1,0,25409300,36606411,148578570,115811330,246463.09,2613667,409011.99,19768913,66110.142,0,6078060.6,2088429.7,106669.95,1059530.9,3218731.4,31004894,1686171.3,7943429.9,9320930.5,3232678.4,0,0,173220.14,1296814,544041.57,411831670,75500725,848230.24,39401318,21720467,107870320,513363.48,7000634.7,4580412.4,3712386.8,15847.212,9743525.5,40901257,66194550,580438.44,331406010,32584583,51020584,80049.872,9360.6627,54131.292,18180840,9724829.7,4466195.6,470785.74,0,54122.087,22412283,117828620,521681.85,34706.63,7438578.6,82246162,46416824,764672.64,0,0,155000000,431000000,185000000,114000000,,
1996,113396.36,0,0,10929.77,2824285,1262868.4,37826969,0,0,1853482.1,0,0,148299440,871279.84,31791288,328779.28,1850657.3,174506820,2269586.8,38132286,169938900,10720716,5786340.7,4598700.5,0,28972494,37365879,166040770,115975930,268628.63,2295205.4,437469.84,20021671,82331.449,0,5930891,1962815.5,106962.2,950594.54,3245485.5,31885427,1807517.8,8147844.3,8870879.2,3054159.6,0,0,163268.88,1233989,452603.25,409927860,76647240,551933.41,44745739,22037380,108591670,475020.32,6493068.7,4200085.2,3705905.4,15890.619,9782028.2,43374657,69961502,552927.26,324616090,34939953,51342686,91736.22,93504.056,65135.516,17991682,10896368,4949676,472075.58,0,37989.262,24785606,120400730,704375.51,29373.756,7501597.4,84995308,48283123,790767.55,0,0,165000000,437000000,187000000,117000000,,
1997,73506.244,0,0,16349.86,2326668,1152204.9,39180054,0,0,1846859.3,0,0,144140230,1019171.2,32977539,273234.16,1873594.5,181948670,2642164.9,38297653,173209210,13955250,6353491.3,4426913.3,0,31685759,38732193,168107670,113618150,321473.6,2599010.9,290955.69,20073648,92770.725,0,6789905.5,1967264.7,95843.688,659429.55,3055067.1,62687305,1795391.3,7814552.8,9263364.8,3152181.1,0,0,207552.73,1080447.7,506786.76,407405980,79274498,404401.27,46941181,21517551,115436990,525154.89,6398828,3950443.7,3736502.9,0,9627628.3,47682964,71853760,532015.56,327911800,36279736,47738293,85767.731,233042.05,144819.75,19090387,12045569,6179555.9,470785.74,0,32473.251,28201218,126128650,875969.53,30886.138,7402377.1,83487534,49097664,712735.06,0,0,172000000,432000000,187000000,117000000,,
1998,56543.265,0,0,10899.907,2081654.8,1044991.7,38695461,0,0,1950068.8,0,5532.8072,149683430,1086124.2,30687649,273234.16,1924450.3,185973790,2141776.3,39439056,173092070,14581387,6086774.8,4233757,0,39960007,41420727,160891830,118105300,396484.11,2451300.6,407337.99,19067516,87438.613,0,6625633.2,1971268.9,90430.558,629890.8,3218731.4,115797330,2122977.7,7998154.2,9405075.1,3057251.9,0,0,296357.72,1171652.9,617627.02,394862400,76311119,585317.61,54069962,20826559,116569440,376602.92,6241316.8,4032601.8,3589997.1,5282.4039,12721636,48471283,70901985,365676.22,325283290,40745163,46548824,68614.177,468033.16,118629.1,20452902,12456940,6768886.6,1408196.1,0,43297.671,28476175,129813310,1301204.7,25473.008,7289760.6,83485405,48871178,703861.47,0,0,178000000,445000000,191000000,122000000,,
1999,56543.265,0,0,10899.907,1929916.4,1044991.7,38233364,0,0,1604407.3,0,11065.614,153232640,814593.14,30519608,327880.98,2316432.7,177448440,2014239.5,39966763,172919770,14881013,4681780.8,4394267.1,0,39233505,39797939,161021300,107878120,482210.4,2436644.8,581911.39,17943321,82106.493,0,5475729.9,1980612.2,85477.173,590932.73,3000512.4,134969770,1903101.6,7237350,10735230,2996253.3,0,0,251777.26,1036798.4,534496.78,377788330,72524773,323491.87,62868031,20691282,115292240,40904.261,5735546.6,2899412.2,3251315.4,10564.808,15206485,45948460,70027382,323614.3,337888580,45403027,47791214,51460.646,3234557.9,119088.84,21564026,15688192,7321477.9,1717106.3,0,43297.671,32679283,125913960,1259206.2,25473.008,6960219.4,81040176,49425541,645091.77,0,0,159000000,409000000,178000000,112000000,,
2000,39121.751,0,0,4371.9178,1854516,940347.91,38003941,0,0,1544571.3,0,9930.8556,131516970,626083.61,39926823,383575.83,2459724.2,183770490,2147319.3,40156239,176311520,15426908,5135787,4204635.1,0,44208431,38934864,172114240,118054880,698874.77,2472659.1,583505.69,17121336,141145.42,1074.4539,4657371,2008345.1,108559.2,517444.37,3491107,138713870,1846058.6,7256408.2,11364347,3047485.1,0,0,324809.13,1095210.9,677138.81,377547270,77578354,253516.14,70644623,21951586,117515330,293418.2,5311461,2671330.2,2905913.4,15890.619,15430518,43801094,72565308,329195.41,360587620,38508057,43603630,57335.135,8729267.1,108559.2,23134863,19019817,8803220.7,1688199.9,0,46184.093,39240917,131725750,1135292.5,20635.67,6766193.9,79058983,52721867,700733.01,2199.3518,0,160000000,439000000,192000000,122000000,,
2001,39580.286,0,0,4359.9629,1790830.1,884172.08,38115555,0,0,1455635.9,0,11176.263,132607450,597368.3,36660198,382527.8,2942698.7,189443890,2110649.3,39830795,178603100,14033487,4447941.3,3757042.4,0,44035400,37414974,174457900,113491280,789298.42,2409018.5,581911.39,14635334,187726.23,751.61335,4196959.5,2002857.9,108262.58,546474.81,3538585.9,128854200,2061726.1,7237298.5,11453432,3374648.1,0,0,517224.49,1113082.3,561046.06,374008480,75134918,377723.04,72069771,22823418,122128650,302152.9,5165728.1,2285817.9,2640723.2,21129.616,16531796,45957680,76382889,345476.96,383482180,34703880,40996124,57178.479,9788047.8,108262.58,23235882,18093412,9017907.1,1669593.5,0,32635.633,44873688,134520490,1154089.8,17646.797,6904883.4,73859398,49498104,702498.26,2194.3073,0,163000000,428000000,190000000,118000000,,
2002,45234.613,0,0,5449.9535,1736616.4,830565.51,39929859,0,0,1395663.5,0,21080.004,131171630,651674.51,35303589,382527.8,2783551,191270800,1670675,48092556,183455050,13701194,4839199.5,4080167.8,0,43295147,39676735,170107220,108069930,713700.77,2404390.1,581911.39,13616282,331112.3,751.61335,3823109.9,1976162.9,82279.563,522017.6,3756788.7,109190730,2125517.4,7070445.5,9879430.8,3609835.1,0,0,478520.63,1150469.4,839307.55,371251040,72701698,341080.55,80933952,21728615,114642660,206038.62,5155028.3,3379519,2567771.9,13734.246,16932178,45532040,81613922,369216.89,410411770,32050514,40620705,57178.479,11175093,80114.312,23155867,19376921,9997397.4,1334934.6,0,40050.346,51794788,141680180,985165.72,16726.574,6865956.3,68991783,48660847,693989.22,1097.1536,0,153000000,390000000,179000000,109000000,,
2003,22617.307,0,0,3269.972,1514817.5,803762.26,39977036,0,0,1390578.9,0,27719.373,121792150,1031817.9,29413168,382527.8,3246804.2,202363140,1700661.7,48424026,184495220,13495001,5433751.6,4022846.2,0,49913044,41945965,166274950,121203940,784160.73,2431383.6,581911.39,13085964,331112.3,537.22697,3668739.1,1970379.1,74701.183,524462.7,3944241,70596428,1915632.2,7357359.9,10254359,3389249.3,0,0,419950.57,1110563.4,838106.69,360817200,78124496,351030.95,83551468,22739456,123148710,172443.08,4901485.9,3381838.3,2485023.3,10564.808,17466337,45209759,90156296,389880.51,455101440,30097807,40535141,71759,12624714,151567.62,22631014,19600863,12537147,1826131,0,32473.251,56799679,149843830,1204158.1,19054.204,6514863.5,63952984,44516281,709709.11,1097.1536,0,147000000,460000000,202000000,126000000,,
2004,0,0,0,4098.6636,1466401.2,779087.6,41222328,0,0,1289166.2,0,32677.524,105986600,1415829.8,25718872,383575.83,3418751.5,204505450,1859069.8,56697086,189149280,12876517,5921445.8,4259384.2,0,56816799,41331970,162672030,134879270,895281.97,2443320.5,583505.69,12993296,328280.81,322.84061,3623283.1,1972158.8,75991.437,489801.7,3714497.6,108669740,2824881.1,6695222.4,10727986,3508178.9,0,0,331539.81,1122729.2,1117460,353506070,83507385,319993.08,83014587,29267992,126415120,166360.74,4906875.6,3162184.7,2340175.2,10593.763,17057329,42804253,93539673,389551.82,495396880,29520283,38396561,49193.546,16074696,108559.2,21371044,20393520,12363278,3138552.2,0,54270.368,66767616,152824340,1087612.2,13569.9,6394377.7,60790840,40918083,766108.51,1099.6759,0,170000000,493000000,209000000,131000000,,
2005,0,0,0,5449.9535,1273942.9,732017.58,39924847,0,0,1200350.6,0,30430.453,94539848,2117942.1,26951553,327880.98,3076238.4,200619770,1627560,66879326,195380680,12468872,6497204.3,3998857.3,0,61235783,40251225,150414200,142876820,852125.23,2288934.5,581911.39,14435693,327383.85,267.35238,4507350.9,1894595.3,108262.58,457782.72,3651134,101203300,2902871.6,5809192.7,11046024,3610932.4,0,0,237419.84,1010441.2,1115887.9,335647340,91337112,164588.69,91981163,29393667,142226640,145579.03,5573766.7,2519831.2,2402576,7395.3709,23655769,41283146,98936996,406306.92,506978610,29275047,37001873,40024.947,16381161,108262.58,21089417,19710562,14707897,2048430.2,0,54122.087,71455742,150352340,939117.31,15119.686,5901108.3,57136215,42172958,835391.94,1097.1536,0,169000000,517000000,208000000,137000000,,
