,"Albania","Algeria","Angola","Argentina","Armenia","Australia","Austria","Azerbaijan","Bahrain","Bangladesh","Persian Gulf","Belarus","Belgium","Benin","Bolivia","Botswana","Brazil","Brunei Darussalam","Burma","Cambodia","Bulgaria","Canada","Chile","Colombia","China","Congo","Croatia","Cuba","Denmark","Cyprus","Dominican Republic","Ecuador","Egypt","El Salvador","Eritrea","Estonia","Cameroon","Ethiopia","Finland","France","Zimbabwe","Zambia","Yemen","Uzbekistan","United States of America","United Kingdom","Ukraine","Turkey","Tunisia","Togo","Thailand","Tajikistan","Sweden","Suriname","Spain","South Africa","Sudan","Slovenia","Singapore","Slovakia","Uruguay","Serbia","Russian Federation & USSR","Romania","Qatar","Poland","Peru","Portugal","Paraguay","Pakistan","Oman","Panama","NZ","Norway","Niger","Nicaragua","Nigeria","Senegal","Nepal","Namibia","Mozambique","Morocco","Montenegro","Mongolia","Mexico","Netherlands","Malta","Malaysia","Lithuania","Mauritius","Lebanon","Latvia","Kyrgyzstan","Kuwait","Kenya","Kosovo","Kazakhstan","Jordan","Jamaica","Ivory Coast","Italy","Japan","Ireland","Iraq","Indonesia","Israel","Iceland","Hungary","Honduras","Haiti","Libya","India","Guatemala","Greece","Gibraltar","Germany","Georgia","Ghana","Gabon"
"2001-01-01 00:00:00",345476.96,76382889,39830795,45957680,0,36660198,1113082.3,16531796,2409018.5,187726.23,1101644038.5,2002857.9,0,39580.286,2061726.1,0,72069771,11453432,561046.06,0,32635.633,134520490,546474.81,34703880,178603100,14033487,1455635.9,2942698.7,18093412,0,0,22823418,40996124,0,0,0,4196959.5,0,0,1790830.1,0,0,23235882,7237298.5,374008480,132607450,3999179.4,2640723.2,3757042.4,0,9017907.1,17646.797,0,581911.39,377723.04,1669593.5,9788047.8,751.61335,0,57178.479,0,884172.08,383482180,6904883.4,44035400,789298.42,5165728.1,0,0,3374648.1,49498104,0,,174457900,0,0,122128650,0,0,0,0,21129.616,,11176.263,189443890,2285817.9,0,37414974,517224.49,0,0,0,108262.58,113491280,0,,44873688,2194.3073,0,597368.3,4447941.3,702498.26,0,128854200,73859398,4359.9629,0,2110649.3,0,0,75134918,38115555,1154089.8,302152.9,0,3538585.9,108262.58,382527.8,14635334
"2002-01-01 00:00:00",369216.89,81613922,48092556,45532040,0,35303589,1150469.4,16932178,2404390.1,331112.3,1034924777.1,1976162.9,0,45234.613,2125517.4,0,80933952,9879430.8,839307.55,0,40050.346,141680180,522017.6,32050514,183455050,13701194,1395663.5,2783551,19376921,0,0,21728615,40620705,0,0,0,3823109.9,0,0,1736616.4,0,0,23155867,7070445.5,371251040,131171630,4037384.5,2567771.9,4080167.8,0,9997397.4,16726.574,0,581911.39,341080.55,1334934.6,11175093,751.61335,0,57178.479,0,830565.51,410411770,6865956.3,43295147,713700.77,5155028.3,0,0,3609835.1,48660847,0,,170107220,0,0,114642660,0,0,0,0,13734.246,,21080.004,191270800,3379519,0,39676735,478520.63,0,0,0,82279.563,108069930,0,,51794788,1097.1536,0,651674.51,4839199.5,693989.22,0,109190730,68991783,5449.9535,0,1670675,0,0,72701698,39929859,985165.72,206038.62,0,3756788.7,80114.312,382527.8,13616282
"2003-01-01 00:00:00",389880.51,90156296,48424026,45209759,0,29413168,1110563.4,17466337,2431383.6,331112.3,1114205195.6,1970379.1,0,22617.307,1915632.2,0,83551468,10254359,838106.69,0,32473.251,149843830,524462.7,30097807,184495220,13495001,1390578.9,3246804.2,19600863,0,0,22739456,40535141,0,0,0,3668739.1,0,0,1514817.5,0,0,22631014,7357359.9,360817200,121792150,4253909.6,2485023.3,4022846.2,0,12537147,19054.204,0,581911.39,351030.95,1826131,12624714,537.22697,0,71759,0,803762.26,455101440,6514863.5,49913044,784160.73,4901485.9,0,0,3389249.3,44516281,0,,166274950,0,0,123148710,0,0,0,0,10564.808,,27719.373,202363140,3381838.3,0,41945965,419950.57,0,0,0,74701.183,121203940,0,,56799679,1097.1536,0,1031817.9,5433751.6,709709.11,0,70596428,63952984,3269.972,0,1700661.7,0,0,78124496,39977036,1204158.1,172443.08,0,3944241,151567.62,382527.8,13085964
"2004-01-01 00:00:00",389551.82,93539673,56697086,42804253,0,25718872,1122729.2,17057329,2443320.5,328280.81,1228502799.5,1972158.8,0,0,2824881.1,0,83014587,10727986,1117460,0,54270.368,152824340,489801.7,29520283,189149280,12876517,1289166.2,3418751.5,20393520,0,0,29267992,38396561,0,0,0,3623283.1,0,0,1466401.2,0,0,21371044,6695222.4,353506070,105986600,4635921,2340175.2,4259384.2,0,12363278,13569.9,0,583505.69,319993.08,3138552.2,16074696,322.84061,0,49193.546,0,779087.6,495396880,6394377.7,56816799,895281.97,4906875.6,0,0,3508178.9,40918083,0,,162672030,0,0,126415120,0,0,0,0,10593.763,,32677.524,204505450,3162184.7,0,41331970,331539.81,0,0,0,75991.437,134879270,0,,66767616,1099.6759,0,1415829.8,5921445.8,766108.51,0,108669740,60790840,4098.6636,0,1859069.8,0,0,83507385,41222328,1087612.2,166360.74,0,3714497.6,108559.2,383575.83,12993296
"2005-01-01 00:00:00",406306.92,98936996,66879326,41283146,0,26951553,1010441.2,23655769,2288934.5,327383.85,1276251377.5,1894595.3,0,0,2902871.6,0,91981163,11046024,1115887.9,0,54122.087,150352340,457782.72,29275047,195380680,12468872,1200350.6,3076238.4,19710562,0,0,29393667,37001873,0,0,0,4507350.9,0,0,1273942.9,0,0,21089417,5809192.7,335647340,94539848,4747443.2,2402576,3998857.3,0,14707897,15119.686,0,581911.39,164588.69,2048430.2,16381161,267.35238,0,40024.947,0,732017.58,506978610,5901108.3,61235783,852125.23,5573766.7,0,0,3610932.4,42172958,0,,150414200,0,0,142226640,0,0,0,0,7395.3709,,30430.453,200619770,2519831.2,0,40251225,237419.84,0,0,0,108262.58,142876820,0,,71455742,1097.1536,0,2117942.1,6497204.3,835391.94,0,101203300,57136215,5449.9535,0,1627560,0,0,91337112,39924847,939117.31,145579.03,0,3651134,108262.58,327880.98,14435693
"2006-01-01 00:00:00",449402.48,99516197,75857834,41166733,0,25982182,1046185,34847305,2328400.6,327383.85,1263082170.6,1894595.3,0,0,2817809.8,0,97109566,11657842,1282668.6,0,54122.087,160181580,365885.73,29563112,198850620,13098532,1098130.9,3039454.5,17874018,0,0,29597416,35854797,0,0,0,4731180.7,0,0,1201939.9,0,0,19759243,5024163.7,330977570,85491676,4925763.6,2319375,4074029.4,0,16689039,16239.388,0,674971.82,159340.52,1349290.8,17696783,267.35238,0,35450.649,0,816995.86,518579040,5430376.5,62720810,802950.02,5779639.7,0,0,3613039.7,40192665,0,,140313130,0,0,132072940,0,0,0,0,10564.808,0,57098.579,196346210,2092559.3,0,38150517,198824.26,0,0,0,108262.58,143212830,0,,73766808,1097.1536,0,3366984.8,6255376.3,843684.08,0,107642760,53834976,5449.9535,0,1550316.3,0,0,97446083,41325527,1102881.7,100291.1,0,3685361.4,54131.292,327880.98,12858481
"2007-01-01 00:00:00",372593.76,99525604,93406952,40403347,0,26227697,1072110.3,45764416,2328400.6,327383.85,1241021699.6,1894595.3,0,0,2851534.4,0,98416626,8912353.5,1180786.6,0,54122.087,167181780,284318.77,29526522,202310360,11304022,1009301.1,2974421,16282673,0,0,28232141,35709339,0,0,0,4535404.7,0,0,1112087.2,0,0,16796467,5314164.6,331669100,85404953,4833427.4,2255768.5,4472364.9,0,17535316,15065.106,0,787662.21,146220.07,1093042.1,21706095,267.35238,0,27445.665,0,816995.86,529398070,5347922.8,66317039,731902.9,5701730.7,0,0,3892277.5,38636227,0,,128880400,0,0,127189260,0,0,0,0,11621.279,0,128859.09,184836780,2838343.1,0,38189178,167103.29,0,0,0,54131.292,139692280,0,,76694702,1097.1536,0,2823922.9,6119008.5,874970.67,0,112319530,51057522,5449.9535,0,1328887.8,0,0,100751270,41277462,865994.45,68006.627,0,3617952.8,54131.292,327880.98,13237963
"2008-01-01 00:00:00",349217.21,99155121,105329630,40600243,0,26534647,1051080.5,47366394,2334779.7,310458.39,1320920102.7,1899786,0,0,2349704,0,102259120,8225402.8,1194652.1,0,54270.368,163211360,318220.76,32780289,205806670,12727582,935362.99,3083308.9,15014897,0,0,27950970,37370323,0,0,0,4465345.4,0,0,1096951,0,0,15766335,5131728.2,328708680,80226677,4505342.5,2294053.1,4465561.9,0,18562866,12768.902,0,924395.74,142283.93,979700.21,22423918,269.87458,0,24080.759,0,819234.19,527030940,5419756.4,71474113,761114.42,5973854.5,0,0,3555456.6,41259441,0,,124226330,0,0,117539210,0,0,0,0,9534.3664,0,177978.74,168127720,2305426.4,0,38337860,162838.8,0,0,0,54279.599,146856670,0,0,76093666,1099.6759,0,3221831.1,5653369.4,908748.33,0,128151310,52837036,5464.8849,0,1367313.6,0,0,101731440,41358459,852297.37,54704.234,0,3282254,54279.599,328779.28,13487081
"2009-01-01 00:00:00",309302.12,96248665,101077650,39830227,0,26850626,1057946.7,54606964,2328400.6,274062.69,1238379057.6,1786332.7,0,0,2097854.4,0,109192630,7773614.4,1010274.9,0,54122.087,161405720,348841.28,37245209,205557010,14533354,1035418.6,2838821.4,13587234,0,0,26814587,37893776,0,0,0,4211061.5,0,0,1021050.3,0,0,15028998,3381296.9,350529850,75845062,4233374.6,2541997.7,4214610.1,0,19202240,11800.329,0,931058.23,124352.66,422306.95,22627159,267.35238,0,11435.696,0,870602.43,534577030,5209688.7,76981377,664672.37,6968841.6,0,0,3479368.2,44121262,0,,118008770,0,0,119538750,0,0,0,0,8451.8418,0,283445.72,157241640,1801084.2,0,36251923,108262.58,0,0,0,54131.292,133746810,0,0,81825600,1097.1536,0,3139836.1,4692891.1,839645.15,0,128599720,51837730,5449.9535,0,1349653,0,0,95779549,40585564,739646.79,63702.032,0,3000512.4,54131.292,327880.98,13124576
"2010-01-01 00:00:00",629407.7,94655373,102779350,38408962,0,27370232,1088042,56160629,2249392.5,274078.79,1283870747.5,1623937.4,0,0,2181705,0,115027360,7990236.8,1134635.3,0,54120.902,168464950,558747.53,43616337,220878590,18334917,981952.37,3119476.6,12823279,0,0,26833792,37439346,0,0,0,3559221.7,0,0,1017500.3,0,0,14757636,4279773.2,362628660,70222321,3776154,2659243.1,4074335.6,0,19706200,11638.228,0,930996.78,136880.49,395911.07,22755899,267.35238,0,11436.226,0,1085020.5,546672790,4945109.4,87191475,691643.06,7492283.8,0,0,3617475.7,46920040,0,,107477250,0,0,132352110,0,0,0,0,10564.254,0,330640.55,156086900,1506335.9,0,36073025,108262.49,0,0,0,54131.243,131179920,0,0,85617294,1097.1536,0,2380543.5,5442560.2,801429.27,0,129043090,52101765,5449.8273,0,1198736.4,0,0,96517998,44520279,654433.79,127354.55,0,2673143.4,54131.243,392858.3,13327860
"2011-01-01 00:00:00",900539.64,93813576,94575630,36122845,0,23545311,1135641.5,53365524,2288858.7,274078.79,1363719227.7,1623937.4,0,0,2245813.6,0,117974320,8975625,1116414.9,0,54120.902,176802170,562777.28,50784306,219417660,15642923,889787.61,3237192.6,11557825,0,0,27572512,37749928,0,0,0,3376347.5,0,0,1003733.6,0,0,11405107,4794918.5,376821660,57816849,3564699.6,2516205.1,3480697.9,0,20400063,11638.228,0,930996.78,115306.14,422306.95,21214083,267.35238,0,11436.226,0,968907,552377690,4846279.6,93527039,669038.41,7264305.1,0,0,3671220.5,48057178,0,,102291130,366436.72,0,135909810,0,0,0,0,10564.254,0,386372.3,154986770,1625167.5,0,32621681,108262.49,0,0,0,54131.243,143771360,0,0,87195740,986.17724,0,2150062.8,5622415.1,768877.15,0,141161790,49543114,21254.288,0,1069900.2,0,0,27286034,46092323,599255.98,95515.907,0,2782251.4,54131.243,4181156.2,13082673
"2012-01-01 00:00:00",979891.42,94610725,96525810,34121658,0,23246510,1100575.3,50183628,2660312.9,257006.2,1384295930.9,1628386.5,0,0,2598388.2,0,115897960,8423148.2,1119473.6,0,54269.18,190728640,547584.59,52589443,221213780,14292817,796663.11,3073518.8,10599000,0,0,27866611,38100513,0,0,0,3459158.4,0,0,920948.68,0,0,8917360.3,4920984.7,429964840,49742569,3589558.6,2469028.2,3436002.7,0,22141684,11602.035,0,923823.06,160204.11,418898.17,4319414.1,269.87458,0,11467.577,0,886440.81,563333250,4675141.8,92942078,719972.25,7267172.8,0,0,3947933.4,49970566,0,,95884857,1094823.2,0,135378860,0,0,0,0,7415.2458,0,551163.08,154444700,1511860.1,0,33074650,108559.09,0,0,0,54279.547,149900130,0,0,85576286,1210.6524,0,2064804.3,5739522.9,741245.93,0,160763460,47721699,21312.525,0,1068484.5,0,0,81033363,45996719,579998.91,91330.551,0,2789873.8,54279.547,4293593.9,12501412
"2013-01-01 00:00:00",987206.46,88784630,97175919,33441742,0,19466246,934828.94,47272633,2992417.6,220754.41,1363540507.6,1623937.4,0,0,2933184.6,0,113645160,7140887.7,1116414.9,0,54120.902,201265110,506482.42,55718723,225540940,13093824,803273.92,2942902.3,9167033.2,0,0,29031504,38017746,0,0,0,3436355.6,0,0,904999.08,0,0,6888665.7,4667900.1,487785160,44744236,3306071.8,2544089.3,3301767.8,0,21928007,11151.042,0,872809.47,390379.07,400476.84,6262533.7,267.35238,0,11436.226,0,964354.16,570354550,4756388.2,94182930,1029978.6,7823015.2,0,0,4468998.9,50987793,0,,91523804,1091831.9,0,126900570,0,0,0,0,8451.4124,0,777442.22,152409440,1588786.4,0,31538343,108262.49,0,0,0,54131.243,150311170,0,0,88274719,1205.608,0,2009453.1,5769654.3,731407.4,0,164131010,45485531,21254.288,0,1053772.4,0,0,54662678,45581093,546763.24,68012.103,0,2813040.7,54131.243,5350598.3,11925200
"2014-01-01 00:00:00",1190277.1,86647980,94015511,33017532,0,20452341,990860.46,45979763,3113286,220754.41,1391794433,1623937.4,0,0,3101987.8,0,126255940,6687213.9,1092880.2,0,54120.902,217644150,432775.38,54904053,227946030,12733500,776544.33,2942902.3,8636486.1,0,0,30698252,38042904,0,0,0,4106794.4,0,0,869028.33,0,0,6588744.2,4172702.3,570983030,44257076,2938154,2622617,2750372.9,0,21675251,11151.042,0,872809.47,332507.34,370228.59,5321669.6,267.35238,0,11436.226,0,942675.47,574610170,4717971.3,94045967,1031740,8111805,0,0,5160407.1,51271465,0,,93894577,1091831.9,0,129058260,0,0,0,0,8451.4124,0,1122497.3,147235200,2003734.8,0,33045090,108262.49,0,0,0,54131.243,149878100,0,0,91550117,1205.608,0,1955143.6,6025458.3,696185.65,0,180936460,43412075,21254.288,0,944015.32,0,0,30053982,45233433,550332.37,63378.334,0,2623372.3,54131.243,5738965,11925200
"2015-01-01 00:00:00",1170240.4,90288353,97706367,33180676,0,18481184,953506.11,46070129,3194243.4,220754.41,1468055136.4,1412009.8,0,0,3321445.5,0,136117840,6704125.9,839312.55,0,54120.902,222569790,371337.32,55736229,231704180,12969933,745817.48,2942902.3,8169611,0,0,29967281,38555588,0,0,0,5366211.4,0,0,916896.88,0,0,2508828.9,3904476.9,611542850,49855629,2622899.8,2668738.8,2039758.9,0,22598866,9831.1277,0,989184.08,247521.91,370228.59,5072044.4,267.35238,0,11436.226,0,1129782.8,583908750,4568250.7,92194923,986677.53,6998642.9,0,0,4959031.6,53351234,0,,96830940,764282.29,0,119326290,0,0,0,0,8451.4124,0,1282314.3,137008040,1908009.3,0,35608715,108262.49,0,0,0,54131.243,155591610,0,0,93120384,1205.608,0,1574976.8,5680969.2,668807.69,0,217129360,43054070,21254.288,0,973017.39,0,0,26931616,44700871,549629.03,58744.535,0,2622027.2,43275.323,5593440.1,11563583
"2016-01-01 00:00:00",1324014.3,85509575,96277420,32207096,0,17103886,842598.38,45397320,3094458.3,221359.21,1567961770.3,1773132,0,0,3502450.5,0,141033130,6396268.4,841612.1,0,54269.18,226249240,274345.19,49349762,216218350,10845485,770217.6,2941128.5,7370262.6,0,0,30343758,36746338,0,0,0,5051469.8,0,0,905691.03,0,0,1145102.6,3523333.3,587320860,52845119,2436863.7,2730536.2,2150156.7,0,23206257,9770.3179,0,991894.19,142274.07,233189.96,4921785.4,269.87458,0,11467.577,0,1115205.9,598340880,4242311.5,91319572,1080031.8,6205782.4,0,0,4721377.8,54844707,0,,99392067,711635.05,0,103501680,0,0,0,0,8474.566,0,1299679.2,130391820,1268936.5,0,37313457,108559.09,0,0,0,54279.547,162253140,0,0,90417664,1210.6524,0,2668458.5,4017541.9,532917.62,0,239333300,45377075,21312.525,0,1081446.1,0,0,26231304,43766258,492818.44,173543.01,0,2548491.5,21711.813,5389824.4,11458885
