year,PAK,ROK,IRN,SWZ,SIC,FRN,TAW,POR,SPN,IRQ,IND,EGY,GFR,GMY,BEL,JPN,ITA,INS,AUL,RUS,PRK,DRV,UKG,AUH,USA,GRC,NTH,CZE,BAV,SWD,CHN,DEN,RVN,YUG,TUR,ETH,POL,CAN,BUL,ROM,MYA
1952,227.0,335.0,132.0,0,0.0,655.0,500.0,74.0,528,42.0,361.0,81.0,0.0,0.0,81.0,119.0,325.0,200.0,32.0,5800.0,211.0,0.0,872.0,0.0,3636,171.0,211.0,250.0,0.0,183.0,3026.0,25.0,0.0,367.0,533.0,20.0,450.0,102.0,190.0,270.0,10.0
1953,218.0,504.0,132.0,0,0.0,699.0,600.0,75.0,503,46.0,371.0,85.0,0.0,0.0,86.0,123.0,330.0,100.0,57.0,5800.0,260.0,0.0,865.0,0.0,3555,171.0,203.0,250.0,0.0,152.0,3052.0,25.0,0.0,367.0,436.0,20.0,450.0,104.0,187.0,271.0,14.0
1954,208.0,630.0,132.0,0,0.0,745.0,600.0,77.0,505,49.0,381.0,88.0,0.0,0.0,91.0,165.0,315.0,149.0,54.0,5800.0,280.0,180.0,839.0,0.0,3302,173.0,196.0,250.0,0.0,121.0,3078.0,25.0,170.0,367.0,413.0,20.0,300.0,108.0,213.0,272.0,19.0
1955,199.0,730.0,128.0,0,0.0,802.0,600.0,77.0,505,53.0,391.0,92.0,205.0,0.0,94.0,196.0,318.0,199.0,52.0,5800.0,300.0,190.0,809.0,0.0,2935,144.0,188.0,250.0,0.0,90.0,3000.0,25.0,160.0,370.0,425.0,24.0,300.0,112.0,213.0,272.0,25.0
1956,190.0,650.0,128.0,0,0.0,856.0,530.0,78.0,478,57.0,400.0,93.0,154.0,0.0,98.0,215.0,320.0,248.0,52.0,5100.0,320.0,200.0,761.0,0.0,2806,135.0,181.0,250.0,0.0,59.0,3130.0,35.0,150.0,370.0,437.0,28.0,300.0,116.0,191.0,233.0,33.0
1957,206.0,650.0,138.0,0,0.0,913.0,580.0,78.0,451,60.0,445.0,95.0,70.0,0.0,101.0,224.0,321.0,265.0,48.0,4500.0,340.0,210.0,702.0,0.0,2796,144.0,173.0,250.0,0.0,28.0,3156.0,35.0,160.0,370.0,449.0,32.0,300.0,121.0,192.0,194.0,44.0
1958,223.0,650.0,147.0,0,0.0,961.0,630.0,78.0,424,64.0,490.0,107.0,100.0,0.0,106.0,243.0,321.0,282.0,46.0,3900.0,360.0,220.0,614.0,0.0,2411,148.0,166.0,250.0,0.0,28.0,3182.0,32.0,160.0,370.0,460.0,36.0,300.0,119.0,167.0,205.0,56.0
1959,223.0,650.0,157.0,0,0.0,992.0,615.0,78.0,398,57.0,535.0,157.0,290.0,0.0,108.0,255.0,321.0,299.0,48.0,3600.0,380.0,230.0,565.0,0.0,2328,152.0,158.0,303.0,0.0,29.0,3208.0,32.0,160.0,370.0,460.0,29.0,200.0,120.0,143.0,216.0,67.0
1960,223.0,650.0,208.0,0,0.0,1025.0,600.0,78.0,371,74.0,535.0,160.0,310.0,0.0,110.0,263.0,321.0,316.0,47.0,3600.0,400.0,240.0,519.0,0.0,2306,160.0,151.0,303.0,0.0,29.0,3234.0,32.0,160.0,370.0,435.0,29.0,200.0,121.0,118.0,227.0,79.0
1961,243.0,570.0,185.0,29,0.0,720.0,580.0,75.0,345,90.0,775.0,215.0,350.0,0.0,110.0,230.0,470.0,375.0,46.0,3000.0,390.0,250.0,475.0,0.0,2307,160.0,141.0,310.0,0.0,80.0,2200.0,45.0,375.0,250.0,400.0,27.0,305.0,124.0,132.0,312.0,90.0
1962,249.0,570.0,200.0,29,0.0,705.0,570.0,80.0,340,91.0,800.0,220.0,354.0,0.0,110.0,235.0,470.0,375.0,49.0,3000.0,380.0,260.0,475.0,0.0,2807,160.0,141.0,305.0,0.0,80.0,2300.0,47.0,400.0,250.0,420.0,30.0,310.0,124.0,135.0,304.0,100.0
1963,270.0,627.0,200.0,20,0.0,735.0,544.0,145.0,370,80.0,1083.0,135.0,425.0,0.0,115.0,243.0,515.0,375.0,49.0,3110.0,352.0,250.0,450.0,0.0,2700,175.0,130.0,301.0,0.0,70.0,2500.0,45.0,425.0,350.0,475.0,55.0,303.0,120.0,183.0,250.0,105.0
1964,275.0,600.0,200.0,20,0.0,690.0,600.0,302.0,370,80.0,1215.0,160.0,440.0,0.0,115.0,244.0,590.0,376.0,53.0,3110.0,362.0,256.0,435.0,0.0,2687,175.0,125.0,301.0,0.0,70.0,2750.0,45.0,230.0,336.0,480.0,60.0,302.0,120.0,178.0,250.0,123.0
1965,277.0,604.0,205.0,20,0.0,585.0,524.0,160.0,370,90.0,1220.0,205.0,440.0,0.0,115.0,246.0,460.0,351.0,53.0,2780.0,378.0,256.0,425.0,0.0,2660,190.0,125.0,267.0,0.0,70.0,2400.0,50.0,565.0,310.0,490.0,60.0,302.0,120.0,178.0,258.0,133.0
1966,300.0,572.0,210.0,25,0.0,580.0,544.0,190.0,375,90.0,1400.0,215.0,480.0,0.0,115.0,227.0,435.0,346.0,59.0,3800.0,383.0,256.0,425.0,0.0,3090,175.0,120.0,259.0,0.0,70.0,2600.0,50.0,617.0,310.0,510.0,40.0,303.0,110.0,176.0,212.0,135.0
1967,351.0,612.0,210.0,25,0.0,595.0,547.0,195.0,370,90.0,1420.0,220.0,490.0,0.0,115.0,231.0,430.0,347.0,72.0,3900.0,383.0,418.0,425.0,0.0,3380,170.0,120.0,259.0,0.0,70.0,2710.0,50.0,645.0,297.0,530.0,45.0,305.0,105.0,176.0,190.0,136.0
1968,357.0,620.0,210.0,25,0.0,570.0,528.0,215.0,370,90.0,1480.0,195.0,490.0,0.0,115.0,235.0,430.0,348.0,80.0,4100.0,410.0,447.0,410.0,0.0,3550,185.0,120.0,250.0,0.0,75.0,2800.0,45.0,735.0,257.0,535.0,45.0,310.0,105.0,175.0,190.0,136.0
1969,390.0,620.0,225.0,25,0.0,570.0,555.0,225.0,365,90.0,1510.0,230.0,485.0,0.0,115.0,236.0,435.0,358.0,82.0,4200.0,410.0,477.0,390.0,0.0,3460,180.0,120.0,210.0,0.0,75.0,2830.0,45.0,892.0,257.0,545.0,45.0,312.0,100.0,175.0,190.0,173.0
1970,390.0,645.0,245.0,25,0.0,570.0,522.0,230.0,365,95.0,1550.0,255.0,510.0,0.0,110.0,236.0,435.0,358.0,86.0,4300.0,438.0,452.0,390.0,0.0,3070,180.0,115.0,222.0,0.0,75.0,2850.0,45.0,1000.0,257.0,540.0,45.0,314.0,95.0,175.0,211.0,174.0
1971,404.0,638.0,255.0,25,0.0,565.0,540.0,245.0,365,105.0,1560.0,315.0,505.0,0.0,110.0,234.0,435.0,358.0,86.0,3900.0,450.0,455.0,370.0,0.0,2720,180.0,110.0,222.0,0.0,75.0,2970.0,45.0,1060.0,258.0,610.0,45.0,315.0,85.0,189.0,218.0,175.0
1972,350.0,635.0,265.0,25,0.0,560.0,550.0,255.0,365,105.0,1590.0,390.0,505.0,0.0,105.0,233.0,510.0,356.0,86.0,4000.0,460.0,625.0,370.0,0.0,2323,180.0,115.0,221.0,0.0,75.0,3040.0,45.0,1100.0,258.0,610.0,50.0,318.0,90.0,189.0,218.0,191.0
1973,466.0,634.0,285.0,25,0.0,581.0,503.0,276.0,365,105.0,1620.0,390.0,465.0,0.0,107.0,233.0,548.0,310.0,71.0,4000.0,470.0,630.0,377.0,0.0,2206,184.0,111.0,223.0,0.0,75.0,3250.0,39.0,1090.0,258.0,563.0,50.0,328.0,82.0,177.0,192.0,198.0
1974,395.0,634.0,310.0,25,0.0,585.0,493.0,282.0,375,110.0,1620.0,410.0,475.0,0.0,105.0,237.0,534.0,270.0,68.0,4100.0,470.0,665.0,359.0,0.0,2146,186.0,110.0,218.0,0.0,75.0,4300.0,35.0,980.0,262.0,574.0,45.0,366.0,82.0,174.0,218.0,202.0
1975,502.0,630.0,385.0,25,0.0,585.0,504.0,104.0,375,155.0,1670.0,400.0,491.0,0.0,103.0,237.0,459.0,260.0,70.0,4100.0,470.0,643.0,348.0,0.0,2098,185.0,107.0,210.0,0.0,75.0,4300.0,34.0,570.0,270.0,584.0,50.0,435.0,78.0,175.0,220.0,209.0
1976,604.0,610.0,420.0,25,0.0,585.0,475.0,83.0,368,190.0,1440.0,400.0,493.0,0.0,103.0,236.0,455.0,257.0,71.0,4200.0,500.0,637.0,337.0,0.0,2075,186.0,106.0,210.0,0.0,66.0,4300.0,31.0,0.0,275.0,674.0,65.0,435.0,78.0,177.0,220.0,210.0
1977,588.0,600.0,350.0,19,0.0,584.0,460.0,80.0,373,140.0,1270.0,350.0,495.0,0.0,107.0,236.0,475.0,260.0,70.0,3900.0,520.0,615.0,326.0,0.0,2060,187.0,103.0,180.0,0.0,69.0,4300.0,32.0,0.0,266.0,771.0,225.0,370.0,78.0,186.0,208.0,208.0
1978,518.0,600.0,350.0,19,0.0,581.0,471.0,82.0,372,362.0,1300.0,447.0,491.0,0.0,109.0,239.0,489.0,250.0,70.0,3900.0,632.0,660.0,320.0,0.0,2060,186.0,106.0,183.0,0.0,69.0,4500.0,33.0,0.0,266.0,721.0,233.0,382.0,79.0,187.0,209.0,212.0
1979,544.0,638.0,415.0,23,0.0,578.0,468.0,81.0,374,444.0,1286.0,447.0,492.0,0.0,107.0,239.0,490.0,250.0,70.0,3900.0,692.0,650.0,324.0,0.0,2033,187.0,107.0,187.0,0.0,68.0,4600.0,33.0,0.0,264.0,698.0,250.0,399.0,79.0,187.0,210.0,212.0
1980,467.0,600.0,305.0,23,0.0,575.0,465.0,88.0,356,430.0,1104.0,447.0,490.0,0.0,108.0,242.0,500.0,250.0,71.0,3900.0,700.0,900.0,330.0,0.0,2050,186.0,107.0,190.0,0.0,70.0,4650.0,33.0,0.0,260.0,717.0,250.0,408.0,82.0,188.0,211.0,179.0
1981,560.0,606.0,260.0,23,0.0,575.0,461.0,88.0,366,392.0,1104.0,447.0,493.0,0.0,110.0,241.0,505.0,265.0,72.0,3900.0,768.0,1000.0,341.0,0.0,2101,188.0,108.0,194.0,0.0,70.0,4750.0,33.0,0.0,260.0,741.0,240.0,414.0,81.0,188.0,212.0,210.0
1982,588.0,601.0,240.0,23,0.0,578.0,457.0,91.0,372,404.0,1120.0,447.0,495.0,0.0,109.0,243.0,517.0,280.0,73.0,3900.0,782.0,1000.0,335.0,0.0,2168,186.0,106.0,198.0,0.0,70.0,4350.0,32.0,0.0,259.0,769.0,240.0,420.0,81.0,188.0,213.0,210.0
1983,479.0,602.0,240.0,28,0.0,578.0,464.0,93.0,355,434.0,1104.0,447.0,496.0,0.0,109.0,241.0,498.0,269.0,73.0,3900.0,784.0,1029.0,333.0,0.0,2201,177.0,104.0,202.0,0.0,68.0,4100.0,30.0,0.0,259.0,824.0,240.0,426.0,81.0,189.0,232.0,179.0
1984,479.0,602.0,335.0,25,0.0,571.0,484.0,100.0,342,788.0,1120.0,466.0,487.0,0.0,107.0,241.0,508.0,281.0,71.0,3900.0,784.0,1227.0,336.0,0.0,2222,197.0,103.0,206.0,0.0,69.0,4100.0,31.0,0.0,259.0,815.0,190.0,434.0,82.0,189.0,236.0,181.0
1985,483.0,600.0,345.0,23,0.0,563.0,444.0,102.0,314,788.0,1260.0,466.0,495.0,0.0,107.0,241.0,504.0,278.0,70.0,3900.0,784.0,1027.0,334.0,0.0,2244,201.0,103.0,210.0,0.0,69.0,4100.0,29.0,0.0,258.0,814.0,240.0,439.0,83.0,189.0,237.0,186.0
1986,483.0,604.0,345.0,21,0.0,558.0,424.0,101.0,314,800.0,1260.0,400.0,495.0,0.0,107.0,245.0,529.0,284.0,71.0,3900.0,838.0,1260.0,331.0,0.0,2269,202.0,106.0,214.0,0.0,66.0,4030.0,28.0,0.0,234.0,860.0,300.0,443.0,85.0,190.0,238.0,186.0
1987,481.0,604.0,350.0,20,0.0,559.0,424.0,105.0,314,900.0,1260.0,450.0,495.0,0.0,109.0,244.0,504.0,284.0,70.0,3900.0,838.0,1260.0,328.0,0.0,2280,199.0,106.0,215.0,0.0,66.0,3530.0,28.0,0.0,234.0,879.0,300.0,441.0,86.0,191.0,248.0,186.0
1988,481.0,626.0,654.0,23,0.0,558.0,406.0,104.0,304,1000.0,1360.0,452.0,495.0,0.0,110.0,245.0,506.0,284.0,71.0,3900.0,842.0,1250.0,324.0,0.0,2250,199.0,107.0,211.0,0.0,65.0,3780.0,30.0,0.0,229.0,847.0,250.0,430.0,88.0,160.0,220.0,186.0
1989,520.0,647.0,604.0,17,0.0,558.0,406.0,104.0,277,1000.0,1260.0,450.0,503.0,0.0,110.0,247.0,506.0,285.0,70.0,3700.0,1040.0,1250.0,318.0,0.0,2240,201.0,106.0,175.0,0.0,62.0,3900.0,31.0,0.0,225.0,780.0,250.0,350.0,88.0,150.0,207.0,200.0
1990,550.0,650.0,440.0,22,0.0,554.0,370.0,87.0,263,1390.0,1260.0,434.0,545.0,545.0,106.0,250.0,493.0,283.0,68.0,3400.0,1200.0,1050.0,308.0,0.0,2180,201.0,104.0,198.0,0.0,65.0,3500.0,31.0,0.0,180.0,769.0,250.0,313.0,87.0,129.0,126.0,230.0
1991,565.0,750.0,465.0,22,0.0,554.0,370.0,86.0,246,475.0,1260.0,434.0,0.0,457.0,101.0,250.0,473.0,278.0,68.0,3000.0,1200.0,1040.0,301.0,0.0,2110,205.0,104.0,154.0,0.0,63.0,3200.0,30.0,0.0,169.0,804.0,120.0,305.0,86.0,107.0,201.0,286.0
1992,580.0,750.0,528.0,31,0.0,542.0,360.0,80.0,198,407.0,1260.0,424.0,0.0,442.0,79.0,242.0,471.0,283.0,68.0,1900.0,1200.0,857.0,293.0,0.0,1920,208.0,90.0,154.0,0.0,70.0,3160.0,28.0,0.0,137.0,704.0,120.0,270.0,82.0,99.0,172.0,286.0
1993,580.0,750.0,528.0,35,0.0,506.0,442.0,68.0,204,407.0,1260.0,424.0,0.0,398.0,70.0,242.0,450.0,271.0,68.0,1500.0,1100.0,857.0,271.0,0.0,1810,213.0,86.0,0.0,0.0,70.0,3030.0,27.0,0.0,100.0,686.0,120.0,260.0,76.0,52.0,200.0,322.0
1994,580.0,750.0,528.0,39,0.0,506.0,425.0,122.0,213,425.0,1260.0,430.0,0.0,362.0,53.0,233.0,436.0,280.0,65.0,1400.0,1100.0,700.0,257.0,0.0,1710,206.0,77.0,0.0,0.0,70.0,2930.0,28.0,0.0,130.0,811.0,120.0,255.0,75.0,80.0,200.0,322.0
1995,580.0,750.0,530.0,39,0.0,504.0,425.0,78.0,210,450.0,1260.0,430.0,0.0,352.0,47.0,240.0,435.0,280.0,65.0,1400.0,1100.0,650.0,233.0,0.0,1620,213.0,67.0,0.0,0.0,70.0,2930.0,27.0,0.0,130.0,805.0,120.0,250.0,70.0,90.0,200.0,322.0
1996,580.0,670.0,540.0,39,0.0,501.0,400.0,73.0,203,450.0,1260.0,430.0,0.0,339.0,45.0,250.0,431.0,280.0,65.0,1300.0,1100.0,650.0,221.0,0.0,1570,212.0,64.0,0.0,0.0,60.0,2650.0,28.0,0.0,105.0,818.0,100.0,235.0,66.0,80.0,200.0,322.0
1997,610.0,670.0,575.0,39,0.0,475.0,400.0,72.0,197,400.0,1260.0,430.0,0.0,335.0,46.0,250.0,419.0,280.0,65.0,1300.0,1100.0,650.0,218.0,0.0,1530,206.0,57.0,0.0,0.0,60.0,2600.0,29.0,0.0,115.0,820.0,100.0,230.0,61.0,80.0,200.0,322.0
1998,590.0,670.0,460.0,39,0.0,449.0,370.0,71.0,189,420.0,1300.0,430.0,0.0,333.0,43.0,255.0,402.0,280.0,65.0,1000.0,1000.0,640.0,218.0,0.0,1510,202.0,55.0,0.0,0.0,55.0,2600.0,25.0,0.0,105.0,788.0,200.0,230.0,60.0,75.0,200.0,322.0
1999,590.0,665.0,460.0,39,0.0,421.0,370.0,71.0,155,420.0,1300.0,430.0,0.0,331.0,42.0,240.0,391.0,296.0,55.0,900.0,1000.0,485.0,218.0,0.0,1490,204.0,54.0,0.0,0.0,52.0,2400.0,27.0,0.0,105.0,789.0,300.0,187.0,60.0,70.0,170.0,345.0
2000,612.0,683.0,513.0,28,0.0,294.0,370.0,45.0,166,429.0,1303.0,448.0,0.0,221.0,39.0,237.0,251.0,297.0,51.0,1004.0,1055.0,484.0,212.0,0.0,1366,159.0,52.0,0.0,0.0,53.0,2810.0,22.0,0.0,98.0,610.0,352.0,217.0,59.0,80.0,207.0,344.0
2001,620.0,683.0,513.0,27,0.0,274.0,370.0,44.0,144,424.0,1263.0,443.0,0.0,308.0,39.0,240.0,230.0,297.0,51.0,977.0,1082.0,484.0,211.0,0.0,1368,159.0,50.0,0.0,0.0,34.0,2310.0,21.0,0.0,106.0,515.0,252.0,206.0,57.0,77.0,103.0,344.0
2002,620.0,686.0,520.0,28,0.0,260.0,370.0,44.0,178,389.0,1298.0,443.0,0.0,296.0,39.0,240.0,216.0,297.0,51.0,988.0,1082.0,484.0,210.0,0.0,1414,178.0,50.0,0.0,0.0,34.0,2270.0,23.0,0.0,75.0,515.0,252.0,163.0,52.0,68.0,99.0,444.0
2003,620.0,686.0,540.0,28,0.0,259.0,290.0,45.0,151,389.0,1325.0,450.0,0.0,284.0,41.0,240.0,200.0,302.0,54.0,961.0,1082.0,484.0,213.0,0.0,1427,178.0,53.0,0.0,0.0,28.0,2250.0,23.0,0.0,74.0,515.0,164.0,163.0,52.0,51.0,104.0,488.0
2004,620.0,687.0,480.0,16,0.0,257.0,290.0,45.0,149,284.0,1325.0,459.0,0.0,284.0,39.0,240.0,196.0,302.0,53.0,999.0,1094.0,484.0,209.0,0.0,1450,171.0,53.0,0.0,0.0,28.0,2253.0,22.0,0.0,70.0,515.0,173.0,152.0,57.0,51.0,101.0,458.0
2005,619.0,688.0,420.0,4,0.0,255.0,290.0,45.0,147,180.0,1325.0,469.0,0.0,285.0,37.0,240.0,192.0,302.0,53.0,1037.0,1106.0,484.0,206.0,0.0,1474,164.0,53.0,0.0,0.0,28.0,2255.0,21.0,0.0,65.0,515.0,183.0,142.0,62.0,51.0,97.0,428.0
2006,619.0,688.0,545.0,4,0.0,255.0,290.0,45.0,147,227.0,1325.0,469.0,0.0,285.0,37.0,260.0,191.0,302.0,53.0,1027.0,1106.0,455.0,217.0,0.0,1546,164.0,53.0,0.0,0.0,28.0,2255.0,21.0,0.0,65.0,515.0,183.0,142.0,62.0,51.0,97.0,376.0
2007,619.0,687.0,545.0,4,0.0,255.0,290.0,44.0,147,227.0,1316.0,469.0,0.0,246.0,40.0,240.0,191.0,302.0,52.0,1027.0,1106.0,455.0,191.0,0.0,1506,147.0,53.0,0.0,0.0,28.0,2255.0,22.0,0.0,40.0,515.0,153.0,142.0,63.0,51.0,70.0,375.0
2008,619.0,687.0,545.0,23,0.0,255.0,290.0,43.0,149,495.0,1288.0,469.0,0.0,246.0,40.0,240.0,186.0,302.0,51.0,1027.0,1106.0,455.0,181.0,0.0,1498,157.0,46.0,0.0,0.0,24.0,2105.0,30.0,0.0,24.0,510.0,138.0,127.0,64.0,40.0,74.0,406.0
2009,617.0,687.0,523.0,23,0.0,353.0,290.0,43.0,222,577.0,1281.0,469.0,0.0,244.0,39.0,230.0,293.0,302.0,55.0,1027.0,1106.0,455.0,160.0,0.0,1540,157.0,41.0,0.0,0.0,17.0,2185.0,30.0,0.0,24.0,511.0,138.0,122.0,64.0,41.0,73.0,406.0
2010,617.0,687.0,523.0,22,0.0,353.0,290.0,43.0,128,578.0,1325.0,469.0,0.0,251.0,38.0,230.0,293.0,302.0,55.0,1027.0,1106.0,455.0,175.0,0.0,1580,157.0,47.0,0.0,0.0,13.0,2285.0,27.0,0.0,29.0,511.0,138.0,100.0,66.0,35.0,73.0,406.0
2011,617.0,655.0,523.0,26,0.0,239.0,290.0,43.0,142,246.0,1325.0,469.0,0.0,251.0,38.0,248.0,185.0,302.0,57.0,1046.0,1190.0,455.0,178.0,0.0,1564,139.0,37.0,0.0,0.0,21.0,2285.0,19.0,0.0,29.0,511.0,138.0,100.0,66.0,31.0,72.0,406.0
2012,642.0,655.0,523.0,25,0.0,239.0,290.0,43.0,143,271.0,1325.0,439.0,0.0,251.0,34.0,248.0,185.0,302.0,57.0,956.0,1190.0,482.0,174.0,0.0,1569,146.0,37.0,0.0,0.0,20.0,2285.0,19.0,0.0,29.0,511.0,138.0,100.0,66.0,31.0,74.0,406.0
2013,642.0,655.0,523.0,23,0.0,229.0,290.0,43.0,136,271.0,1325.0,439.0,0.0,196.0,33.0,247.0,181.0,396.0,57.0,845.0,1190.0,482.0,166.0,0.0,1520,144.0,37.0,0.0,0.0,21.0,2285.0,16.0,0.0,28.0,511.0,138.0,96.0,66.0,31.0,71.0,406.0
2014,644.0,655.0,523.0,23,0.0,222.0,290.0,43.0,135,271.0,1325.0,439.0,0.0,186.0,31.0,247.0,176.0,396.0,56.0,845.0,1190.0,482.0,169.0,0.0,1492,143.0,37.0,0.0,0.0,15.0,2333.0,17.0,0.0,28.0,511.0,138.0,99.0,66.0,31.0,71.0,406.0
2015,644.0,655.0,523.0,21,0.0,215.0,290.0,35.0,133,178.0,1346.0,439.0,0.0,182.0,31.0,247.0,176.0,396.0,57.0,771.0,1190.0,482.0,159.0,0.0,1433,145.0,37.0,0.0,0.0,15.0,2333.0,17.0,0.0,28.0,511.0,138.0,99.0,66.0,31.0,71.0,406.0
2016,644.0,628.0,523.0,21,0.0,209.0,215.0,33.0,122,64.0,1346.0,439.0,0.0,179.0,31.0,247.0,175.0,396.0,57.0,798.0,1190.0,482.0,155.0,0.0,1381,143.0,36.0,0.0,0.0,30.0,2333.0,17.0,0.0,28.0,511.0,138.0,99.0,66.0,31.0,71.0,406.0
