,alan jackson,chicago,bon jovi,ed sheeran,willie nelson,dj khaled,eric church,demi lovato,enya,shania twain,bob dylan,john denver,luther vandross,kendrick lamar,john mellencamp,lil nas x,miley cyrus,jay-z,post malone,fleetwood mac,miranda lambert,rihanna,2 pac,michael jackson,the beatles,polo g,phil collins,drake,fall out boy,harry styles,led zeppelin,a boogie wit da hoodie,foreigner,g-eazy,bee gees,simon & garfunkel,thomas rhett,ariana grande,motley crue,boston,kenny rogers,hootie & the blowfish,pearl jam,wiz khalifa,kodak black,michael bolton,jason aldean,meek mill,pink floyd,ac/dc,sam hunt,nicki minaj,mariah carey,mannheim steamroller,blake shelton,james taylor,future,the doors,tom petty & the heartbreakers,kanye west,jason derulo,bryson tiller,lil uzi vert,rae sremmurd,the chicks,cardi b,barry manilow,sam smith,florida georgia line,aerosmith,britney spears,bruno mars,santana,journey,carrie underwood,flo rida,linda ronstadt,the rolling stones,nirvana,meghan trainor,eric clapton,eagles,lil baby,bob seger & the silver bullet band,pitbull,u2,faith hill,zac brown band,elton john,metallica,dave matthews band,shawn mendes,reba mc entire,boyz ii men,kenny chesney,rush,maroon 5,queen,luke bryan,logic,lynyrd skynyrd,tim mcgraw,xxxtentacion,halsey,barbra streisand,steve miller band,the weeknd,whitney houston,lady gaga,n sync,morgan wallen,dababy,billy joel,train,madonna,travis scott,katy perry,billie eilish,backstreet boys,def leppard,chris brown,imagine dragons,big sean,kane brown,garth brooks,elvis presley,panic! at the disco,janet jackson,r. kelly,keith urban,creedence clearwater revival,guns n' roses,adele,alicia keys,alabama,ozzy osbourne,justin bieber,neil diamond,celine dion,taylor swift,beyonce,rod stewart,red hot chili peppers,lil wayne,kesha,lana del rey,jeremih,j. cole,twenty one pilots,khalid,george strait,linkin park,bruce springsteen,van halen,the chainsmokers,john mayer,frank sinatra,eminem,juice wrld
01/01/2010,804000,36613.73,488087.01,0,22079.69,1370021.765,0,0,0,83831.39,19541.06,73440.26,53315.31,0,0,0,2942569.6,3280258.58,0,171701.14,3088890.258,8594014.9,137659.93,2471438.73,6396254.8,0,282078.1,6055536.779,929112.32,0,25392.4,0,21941.06,0,97574.38,156177.6,0,0,59310.85,0,44529.78,232337.73,265736.51,725000,0,0,1456479.349,0,65032.16,705236.04,0,1058333.333,1494306.6,161632.65,1730348.766,136170.21,0,112717.82,76355.53,5648939.4,5017671.658,0,0,0,286303.84,0,0,167091.222,0,264901.25,408585.86,5961363.636,313877.28,184967.93,6361614.18,3209224.28,0,78543.69,32188.33,0,0,383375.1,0,86431.63,376740.196,0,0,3178303.921,405655.24,1503960.9,148713.24,0,118732.4,0,4605140.56,138824.54,487206.74,274394.89,1933911.111,0,49329.27,1022812.72,0,0,84978.99,27156.76,0,292931.51,15301531.1,0,0,0,290784.94,6324459.809,162449.8,0,7642172.38,0,175742.22,32993.47,231179.82,0,0,0,902186.2,9687629.6,144384.954,0,159881.42,2506752.44,253845.56,108155.08,537027.453,6164932.69,57282.13,84995.22,8718896.45,36392.26,9444.6,8726209.92,530843.74,165386.93,2062748.75,6665012.72,11030434.78,0,787987.013,0,0,0,246646.34,1776227.32,353657.63,0,0,6362441.89,0,2410765.81,0
01/01/2011,245000,43208.61,1580941.28,0,28679.95,1379768.134,3618526.828,1190277.778,0,178820.26,25382.44,102603.16,69252.79,0,0,0,2200052.8,894535.16,0,223027.55,3459425.34,16166547.46,207066.11,880805.23,1376117.1,0,366399.35,3656109.333,361699.88,0,32982.8,0,28499.88,0,132716.77,202863.57,0,0,77040.56,0,57841,301790.16,281724.75,7158569.315,0,0,8772015.899,0,84472.13,860570.19,0,6902199.074,823919.7,0,6193571.411,0,0,146412.4,99180.39,5042617.04,1952202.444,0,0,0,371888.29,0,0,217039.587,0,344087.84,748860.56,8029531.426,550174.52,240260.15,3842762.77,3452197.06,0,102022.65,41810.35,0,0,497976.9,0,112268.52,498533.078,0,0,3718829.363,1416250.16,1927969.25,193167.89,0,100847.73,0,4599267.11,481973.74,9893319.35,356419.4,2721713.563,0,64075.2,1387588.04,0,0,110381.65,35274.7,0,380497.15,7130622.21,0,0,0,371251.85,2193321.44,211010.71,0,20898189.43,0,228276.61,42856.18,1282606.63,0,1235596.708,0,1171875.7,3650535.6,187545.763,0,113053.03,443027.53,329727.28,33756.68,17857902.28,714480.84,74405.41,110402.74,6917002.26,47270.96,12267.86,10187469.82,2294304.65,214825.83,2679363.6,14346956.58,2274228.91,0,1621027.69,1306818.182,0,0,927085.05,7378760.35,32553.7,0,0,1098611.46,0,19397065.61,0
01/01/2012,0,41061.32,1530889.68,0,27254.67,469146.159,5503741.425,1770568.783,0,262792.4,24121.04,100962.52,65811.21,805555.5556,0,0,647747.75,5486097.84,0,211943.96,2829650.04,19686676.21,220461.16,743729.92,1307729.5,0,348190.76,12479473.53,343724.84,0,31343.7,0,1838941.27,0,207755.43,192782.07,0,0,73211.96,0,54966.54,286792.39,267724.15,3662953.653,0,0,5778079.96,0,80274.21,589973.41,0,11232663.09,770194.5,0,5860034.99,0,0,139136.29,94251.52,26082098.32,1229003.241,0,0,0,353406.92,0,0,206253.586,1464285.714,326988.05,472996.08,5984256.64,522833.04,228320.18,8816821.93,9476739.16,0,94282.63,39732.54,0,0,473229.4,0,999704.44,2210828.881,0,0,2317874.3,1494656.2,1771317.21,156024.02,0,95836,0,5181542.91,137216.56,12960407.49,839970.06,7342039.384,0,60890.92,5112839.04,0,0,104896.13,33521.69,514423.0769,215767.69,10769780.6,0,0,0,318213.49,4680963.85,608656.85,0,9055390.02,0,216932.17,40726.39,387137.88,3209239.13,2380544.952,0,1113638.1,88933,178225.486,0,93328.14,414155.88,313341.15,0,15494295.34,678974,70707.76,104916.16,18547108.97,44921.78,11658.2,19407030.45,1098174.07,190526.96,1940686.85,7224111.75,512108.26,0,416218.849,1683653.545,0,0,867216.4,1885611.17,30935.91,0,0,1873720.82,0,19206394.94,0
01/01/2013,0,38990.08,258890.33,3421042.876,25879.88,735731.391,2463469.007,4775872.565,0,249536.48,22904.32,95869.72,62491.53,2073478.949,0,0,1703476.66,12749660.36,0,201252.98,5804846.68,26985749.93,209340.55,6334033.6,1241764.4,0,330627.14,9968664.79,3326442.95,0,29762.7,0,1784320.01,0,197275.72,62138.03,1209928.23,2586580.087,229887.53,0,52193.89,272325.85,254219.48,2918969.08,0,0,8198511.5,0,76224.97,518596.48,0,3196001.48,618744.9,0,16726867.91,0,695336.9906,122567.8,89497.23,15595180.06,1605377.5,0,0,0,335580.18,0,0,195849.633,8794825.635,457231.43,97958.54,20162036.97,496460.02,122451.96,9589829.23,13169318.27,0,0,37728.33,0,0,449358.6,0,554248.55,2397707.597,0,0,4528906.38,1044087.7,201324.55,8477.01,0,91001.79,0,2614496.67,5930.94,4490141.26,903049.33,11418510.3,0,57819.43,4366124.96,0,0,99604.9,31830.77,1555667.905,59712.83,2677089.77,0,0,0,302161.99,2099184.91,0,0,5764178.04,0,205989.56,38672.05,367609.66,17609161.95,526600.382,0,1057463.3,84447,169235.342,0,88620.43,1012060.07,297535.44,0,658087.89,1540487.9,345374.11,99623.92,12043611.46,42655.81,11070.13,15186600.58,854269.04,2478.02,973293.73,17654884.99,486276.23,5330134.68,450984.62,2791525.215,0,0,782022.56,3614718.27,29375.42,0,0,374651.14,0,13359196.83,0
01/01/2014,0,41963.41,123853.18,3521482.169,27853.45,460893.656,4847476.85,5133491.578,0,268565.85,24650.97,103180.63,67257.05,661946.899,0,0,3594361.33,3367674.68,0,194692.03,2943546.71,17089801.2,509122.49,5801639.4,629354.7,0,355840.39,8114411.27,3858407.39,0,32032.4,0,505429.03,0,212319.74,0,1852910.432,13719490.16,667026.3,0,56174.13,293093.11,8895.93,4767676.81,0,0,5566217.97,0,82037.8,558144.06,1283031.798,6799386.18,435014.3,0,9802175.65,0,219946.1722,14562.1,96322.19,16018354.96,8479529.64,0,0,0,361171.14,0,0,864632.373,10763795.9,598583.22,105428.75,6849481.37,801736.1,63321.65,1833679.1,13866517.88,0,0,40605.45,7184210.526,0,461243,0,117035.57,1545587.471,0,0,2349837.05,1501816.7,216677.33,9123.46,775042.4448,97941.48,0,2864399.29,6383.23,1061741.59,4863857.64,6503936.25,0,62228.68,3281614.29,0,0,466023.34,34258.15,609201.066,64266.46,1790894.15,0,0,0,325204.52,10030298.71,0,0,29765208.67,0,221698.1,41621.14,395643.16,16372706.19,1217402.645,0,2158025.4,90886.8,182141.037,0,95378.53,3034024.98,320225.15,0,238223.68,1702505,434000.77,107221.13,943751.86,45908.69,11914.33,26538118.54,4690490.97,2666.99,1047516,6118310.27,523359.09,3083651.966,1590384.55,674104.998,0,0,999287.34,764969.31,31615.56,0,1297825.402,403221.61,0,12686596.21,0
01/01/2015,0,47223.22,6523313.75,12138276.49,31344.68,857423.705,1054508.03,2387090.01,0,302228.66,27740.79,116113.58,75687.24,744917.199,0,0,4126918.48,4028288.35,0,153036.44,1483025.93,13432131.4,17079.1,1823603.9,72651.2,0,400442.43,13632389.1,10049822.04,0,36047.3,0,172962.18,0,54712.3,0,4015402.808,9456851.6,151702.79,0,63215.16,329830.24,0,5106749.45,0,0,1286750.82,3558813.946,6600.1,222448.49,7363505.117,9594179.37,489540.2,0,13867743.29,0,4273856.37,16387.36,550807.87,22894464.4,4284000.26,0,0,6056314.73,406441.36,0,0,13280132.47,6505631.68,673611.33,118643.48,1199628.05,1152309.93,71258.57,5424531.02,13349035.42,0,0,45695.05,12380385.05,0,496407.8,0,131705.15,6589014.74,0,0,3312769.37,1415682.3,243836.28,10267.02,4550120.38,301752.93,0,700241.37,7183.32,2687132.95,1072598.27,1904243.89,0,59274.71,2295471.55,0,0,119433.2,38552.16,31082770.56,72321.8,17630552.89,0,0,0,365966.58,16849930.48,0,1071696.345,15689682.34,0,249486.37,46838.05,962541.3,7601249.43,9076576.323,0,1630353,102278.8,886146.692,0,107333.54,1515934.06,360363.07,0,14723995.37,1915901.8,490798.68,120660.54,14272816.78,51663.02,13407.71,28847099.8,3022028.11,3001.28,1178814.62,1726477.91,588958.41,890172.694,4141142.651,850759.288,3447304.926,0,398135.89,860852.74,35578.34,0,687705.928,453762.54,0,13167985.9,0
01/01/2016,0,48575.81,0,9650583.57,4726.58,3524949.521,7190035.97,2545091.15,0,310885.17,4183.14,396190.03,121861.26,1461727.431,0,0,997091.1,1362378.81,4068030.303,157419.74,1130769.76,37140780.7,17568.29,5071820,74732,0,22029.92,26615239.88,2410241.37,0,37079.9,0,177916.21,7530075.758,47273.46,0,4898008.725,5136254.21,0,0,65025.78,339277.32,0,10441593.3,0,0,530780.83,3292832.763,0,196691.68,5509786.923,839273.57,563412.7,0,7187194.71,0,10827003.07,16856.73,70740.33,4242825.1,3565961.96,10447579.45,1110722.611,3375963.85,418082.76,0,0,3260344.83,5698018.44,692905.08,122041.69,6828048.77,1185314.69,17944.59,4212916,13950429.03,0,0,47003.86,7789262.36,0,510626.1,0,135477.48,2270382.84,0,0,4124289.84,1175444.5,250820.3,10561.09,6289400.714,512893.04,0,720297.87,7389.06,6741553.76,2127011.95,13829851.34,2089506.173,0,3428170.1,0,5586444.088,0,39656.38,13382859.25,74393.26,13761240.48,0,0,0,1919949.72,10293961.62,0,2790100.75,1494954.68,0,256632.22,48179.59,5691532.56,13316355.76,3564968.03,556516.977,12417478.5,2392932.6,10336099.82,0,30203.91,1559353.83,2748709.49,0,8223920.2,1970777.55,912913.07,421956.98,30752660.96,7790.46,13791.73,5124161.7,2850221.49,3087.24,1217645.75,4722865.01,605827.5,607489.837,5118321.6,6069284.377,19901391.01,0,409539.4,885509.49,5364.99,0,11203057.58,466759.33,0,6186916.4,0
01/01/2017,0,57968.12,0,27999598.8,0,12747182.52,4483719.81,2681675.4,0,484156.58,0,147879.46,154444.41,6622512.364,0,0,8400593.94,4058327.85,22034975.46,187857.44,3651412.86,18154717.4,20965.18,9758514.1,89181.7,0,0,12537155.03,42450.61,2029226.828,44249.4,6014390.816,245385.98,3364403.135,51675.22,0,4842993.66,9051763.04,0,0,63646.22,404877.86,0,7367733.13,5923859.649,0,836232.59,2458501.068,0,234722.76,8914675.46,2472702.91,1972144.3,0,2815059.38,0,22450440.77,20116.04,84418.25,7435940.4,6207742.59,6793876.99,9925664.648,11012045.59,498920.61,3884210.526,0,3500526.44,8441306.5,826880.85,1538635.87,23738735.29,194367.03,10067.02,767350.06,12858969.99,0,0,56092.23,3706502.28,0,609357.5,0,1052764.12,6163734.06,0,0,4631353.61,3237038.7,78845.78,12603.11,9467234.8,612062.82,0,3236680.11,8817.76,10188567.17,5649115.57,10729191.09,9964183.277,0,1967248.07,1403654.971,6283296.28,0,169601.31,22593807.36,688721.94,13058535.58,0,0,0,2607581.38,8310681.23,0,11569498.24,15004915.63,0,306253.01,57495.29,66411766.12,16526854.93,12461974.64,2760379.316,443727.5,3324575.4,8373930.02,0,0,7227214.61,1006007.6,0,961758.17,2351834.71,959820.73,564598.24,5995651.28,0,16458.42,20049978.4,839157.55,3684.17,1458977.43,2912269.37,4554412.29,724950.252,4505938.18,2041870.61,11720412.76,7062833.715,488725.36,8567931.77,0,0,13967265.53,557008.98,0,66091649.6,0
01/01/2018,0,62877.37,0,19207085.66,0,5116076.97,3323549.6,6390108.88,0,749596.87,0,0,167524.12,40072943.07,0,0,4924340.31,1800459.56,30067522.72,141387.99,1786119.34,10331614.6,22740.7,7885576.9,96734.4,0,0,84132634.91,216977.19,965751.646,47996.8,6272476.84,271130.78,17288509.18,0,0,10700281.9,8718625.25,0,0,12674.49,172617.07,0,2243788.34,7938542.688,0,2289279.06,1618474.019,0,254601.13,2827029.57,4598375.83,1008085.8,0,2238870.67,0,4225132.35,21566.6,91567.53,48028812.6,1555675.4,6849388.13,11292342.92,10060561.8,541173.58,27759913.86,0,8952522.42,4069048,896908.38,467105.26,16088645.28,108298.7,10919.58,4499315.28,6347355.2,0,0,60842.61,758718.49,0,419722.4,15193528.37,1762740.78,10321503.98,0,0,1775407.01,4298934.1,0,6356.63,8682125.41,663897.67,0,7640087.97,9564.53,40433264.72,6997392.94,6642897.47,7715927.24,0,2049568.42,24696071.73,8008605.08,0,220025.56,15266972.63,423620.09,3913734.88,0,1938366.841,0,3237860.27,2049557,0,11601315.12,3160287.9,8658173.436,332189.21,37971.15,8180624.74,26657913.95,2831485.22,8072738.679,481306.3,639200.4,7225044.08,0,0,1022068.78,1475662.38,0,238189.67,2551008.72,2282993.71,612413.37,1314136.13,0,17852.26,10583350.1,539722.88,3996.17,1582536.45,3474056.58,19913616.82,1304979.62,3430339.88,2214999.88,4840514.8,10220655.07,530114.91,623306.1,0,0,4387147.64,8368826.77,0,49524412.5,16894044.7
01/01/2019,0,57046.1,0,14176079.54,0,7938661.31,6047485.92,1957697.18,0,680078.97,0,0,151987.86,192793.32,0,14866798.94,809429.41,2465203.99,26407151.08,0,2047356.41,3861896.3,20631.72,525082.9,15261.3,4808524.557,0,12463034.4,322544.64,1275154.333,43545.6,16003865.65,9086.88,5451874.26,0,0,6004346.44,12279667.39,0,0,11499.06,0,0,4784621.22,8004020.37,0,2729660.2,16473344.66,0,1797207.78,3476857.23,4675751.34,5693909.3,0,6995136.63,0,3894622.35,18914.26,83075.52,12904461.3,602765.64,1634063.77,8340798.67,4461931.11,490984.94,17273518.84,0,9410873.7,6565695.41,813728.75,0,9846059.38,98255.03,9906.89,4036791.05,6390550.8,0,0,55200.04,652108.43,0,0,27512249.2,1599263.52,7113778.05,0,0,2019735.18,468843.4,0,0,7540491.65,602327.54,0,1039387.47,8677.51,3128523.9,7040206.57,11137878.54,7338803.03,0,1432181.55,15930309.58,15693142.24,0,199620.3,17610830.57,4181193.33,7277338.5,0,3775025.361,5500502.44,4029679.62,1169378.57,0,13833197.59,4824449.7,27055740.38,100199.13,0,26420467.6,8297385.9,2472930.51,6861455.17,1182792.6,0,6766741.41,0,0,12640127.86,1579034.39,0,216099.86,2314427.19,2159500.37,664716.02,2770141.1,0,16196.64,4006504.1,1121482.68,3625.57,1435771.42,9292996.95,0,1441599.5,959778.53,14665441.17,11373535.57,40781915.51,480951.85,993291.49,0,0,12716830.54,2769649.68,0,13773488.8,35828682.46
01/01/2020,0,28919.96,0,822121.9,0,5626932.47,1733348.09,2032039.38,0,676469.01,0,0,162252.82,172617.78,0,8023611.11,342147.44,3803397.64,21462136.25,0,1379864.51,6879040.6,22025.14,560545.8,0,16057908.2,0,707498.2,0,15607669.56,46486.5,11396325.15,0,1331756.62,0,0,2038614.58,13242275.01,0,0,12275.68,0,0,1651341.77,4777703.59,0,3627777.78,1593253.97,0,0,3797111.13,29298066.67,7786002.3,0,15681477.1,0,26643553.44,20191.7,88686.27,36802112,1748241.34,2372456.7,5085533.42,1368255.07,100271.23,13921180.88,0,8899519.96,2194974.75,868686.31,0,7862621.6,104890.98,10575.99,8133257.79,3532172.3,0,0,8090.19,0,0,0,36742996.84,1707274.48,24669971.45,0,0,177083.33,618873.4,0,0,1270218,591485.02,0,1344733.42,9263.57,7363491.3,10074909.29,3135371.2,4420343.6,0,181265.21,16295693.14,8791708.47,0,213102.24,19837678,6416976.93,5225654.7,0,9256039.344,9684622.507,4301835.8,298366.31,0,7068657.99,1611353.6,13116676.23,0,0,7939901.6,8857774.2,6049395.53,10059803.74,3741310.5,0,1462230.14,0,0,886828.85,425762.05,0,230694.8,5504533.47,2305348.55,629538.41,31996151.3,0,17290.52,9138454.1,0,3870.43,1532740.44,11291581.26,0,1603402.25,4588947.97,35267548.33,5221069.84,9671770.49,4653008.81,121283.26,0,0,11836752.58,933224.29,0,17824058,24062670.16
01/01/2021,0,0,0,4526668.67,0,6326503.67,3720895.83,117276.66,0,315173.01,0,0,1882976.75,351217.24,0,10330375.49,0,582575.76,19916792.3,0,924900.53,12360645.8,6421.65,1320341.4,0,19182258.02,0,499991.2,0,9438702.04,47451.9,2941165.03,0,5024791.19,0,0,4423905.72,8776454.5,0,0,13590.09,0,0,146590.91,2212408.9,0,0,0,0,0,5813816.2,10011096.09,4038171.3,0,4899530.19,0,2811485.8,22110.68,35438.21,22349699.4,2024621.21,2996746.67,231661.44,657602.28,0,5696773.1,0,4046083.78,2486940.84,6894130.65,0,5898942.6,95737.83,6868.17,886011.13,2943526.2,0,0,0,0,0,0,27181164.61,1890079.85,5654871.69,0,0,0,1183714,0,0,2414091.71,270148.29,0,1573697.28,3451.45,5784014.6,2612409.81,4175270.87,3962890.21,0,0,3792076.63,6108322.21,0,207455.85,21923710.5,1714005.88,1755485.9,0,22648318.27,15247296.15,4536401.4,3475261.32,0,539553.43,1842563.3,654704.94,0,0,12461812.2,7008289,2362267.24,3125109.2,0,0,1033868.09,0,0,2510470.55,0,0,2848854.25,0,2552192.35,357256.78,17924701.8,0,3290.06,0,0,1703.39,14534879.02,630723,0,22501523.3,1273520.08,8032080.89,1844870.15,4542148.49,5132817.54,0,0,0,2331243.09,1874057.18,0,20585703.4,56835167.65
01/01/2022,0,0,0,0,0,269009.05,0,0,0,0,0,0,0,329867.67,0,3761396.57,0,0,0,0,4069958.02,0,0,0,0,3432531.2,0,88994.6,0,574202.9,0,6359057.24,0,0,0,0,0,0,0,0,97.3,0,0,0,4628985.51,0,0,0,0,0,0,1963121.12,2826624,0,0,0,1276191.08,0,0,3731306.5,0,814331.72,0,0,0,428305.24,0,951192.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4515912.4,48114.27,617588.93,0,0,0,280296,0,0,1996094.26,0,0,266898.06,0,142292.5,0,0,0,0,0,1306155.84,13043.48,0,0,5078774.5,718716.03,0,0,871779.39,54378.79,0,0,0,0,1834376.8,0,0,0,5297430.8,0,297294.55,57289,0,0,0,0,0,0,0,0,1879710.14,0,314017.54,0,1269132.7,0,0,0,0,0,0,244299.5,0,0,0,4375962.73,111885.63,205464.1,0,0,0,0,44893.23,25255.75,0,3662779.4,837198.1
