,alan jackson,chicago,bon jovi,ed sheeran,willie nelson,dj khaled,eric church,demi lovato,enya,shania twain,bob dylan,john denver,luther vandross,kendrick lamar,john mellencamp,lil nas x,miley cyrus,jay-z,post malone,fleetwood mac,miranda lambert,rihanna,2 pac,michael jackson,the beatles,polo g,phil collins,drake,fall out boy,harry styles,led zeppelin,a boogie wit da hoodie,foreigner,g-eazy,bee gees,simon & garfunkel,thomas rhett,ariana grande,motley crue,boston,kenny rogers,hootie & the blowfish,pearl jam,wiz khalifa,kodak black,michael bolton,jason aldean,meek mill,pink floyd,ac/dc,sam hunt,nicki minaj,mariah carey,mannheim steamroller,blake shelton,james taylor,future,the doors,tom petty & the heartbreakers,kanye west,jason derulo,bryson tiller,lil uzi vert,rae sremmurd,the chicks,cardi b,barry manilow,sam smith,florida georgia line,aerosmith,britney spears,bruno mars,santana,journey,carrie underwood,flo rida,linda ronstadt,the rolling stones,nirvana,meghan trainor,eric clapton,eagles,lil baby,bob seger & the silver bullet band,pitbull,u2,faith hill,zac brown band,elton john,metallica,dave matthews band,shawn mendes,reba mc entire,boyz ii men,kenny chesney,rush,maroon 5,queen,luke bryan,logic,lynyrd skynyrd,tim mcgraw,xxxtentacion,halsey,barbra streisand,steve miller band,the weeknd,whitney houston,lady gaga,n sync,morgan wallen,dababy,billy joel,train,madonna,travis scott,katy perry,billie eilish,backstreet boys,def leppard,chris brown,imagine dragons,big sean,kane brown,garth brooks,elvis presley,panic! at the disco,janet jackson,r. kelly,keith urban,creedence clearwater revival,guns n' roses,adele,alicia keys,alabama,ozzy osbourne,justin bieber,neil diamond,celine dion,taylor swift,beyonce,rod stewart,red hot chili peppers,lil wayne,kesha,lana del rey,jeremih,j. cole,twenty one pilots,khalid,george strait,linkin park,bruce springsteen,van halen,the chainsmokers,john mayer,frank sinatra,eminem,juice wrld
01/01/1989,0,1445106.23,2013429.23,0,927980.3,0,0,0,647889.6104,0,2065080.23,100423.12,997717.698,0,862202.34,0,0,0,0,1540481.78,0,0,0,1790005.95,655646.66,0,1944146.98,0,0,0,1134971.89,0,289461.69,0,102047.56,398232.46,0,0,3003268.189,258969.75,1574039.88,0,0,0,0,1192708.333,0,0,5447418.33,683988.64,0,0,0,1136289.378,0,1290531.32,0,368766.13,2152486.827,0,0,0,0,0,0,0,194963.02,127568.232,0,4245960.06,0,0,437460.22,5505971.84,0,0,3204713.89,3999586.98,0,0,504910.69,757685.52,0,3800422.04,0,1977996.15,0,0,2631011.66,2548657.206,0,0,1172646.358,0,0,933411.29,0,811764.68,0,0,85783.73,0,0,0,2895762.53,219183.1,0,388398.55,0,0,0,0,6988649.68,0,4401296.64,0,0,0,0,1337855.13,0,0,0,0,0,1418186.28,0,3999882.729,0,0,600280.51,5828809.521,0,0,1793277.96,1309837.188,0,2411494.79,0,0,0,684045.45,0,0,0,0,0,0,0,0,832496.917,0,2941630.24,2149233.75,0,0,127863.95,0,0
01/01/1990,822393.8224,701514.44,3918403.76,0,1043965.07,0,0,0,237847.8664,0,349866.15,119109.46,3357153.953,0,611394.2,0,0,0,0,691566.37,0,0,0,857264.79,777646.83,0,6950661.72,0,0,0,1714349.1,0,343323.59,0,121036.17,1625802.04,0,0,2412393.15,451773.85,1699457.76,0,0,0,0,2875708.617,0,0,1709380.44,6499517.07,0,0,3929392.447,1326201.008,0,368142.89,0,437384.68,1015409.938,0,0,0,0,0,0,0,228869.45,151305.631,0,3496426.45,0,0,729611.85,613060.62,0,0,1656779.04,2268353.47,0,0,1945329.204,3582449.45,0,1203327.95,0,839639.56,0,0,1401687.1,1138703,0,0,1521107.929,0,0,474412.22,0,1180846.45,0,0,101746.03,0,0,0,1877215.64,259967.83,0,1729230.99,0,0,0,0,3291598.82,0,8026327.01,0,0,0,0,473546.77,0,0,0,0,3842857.143,1682076.85,0,6599740.26,0,0,5266088.79,348843.54,0,0,974696.34,489613.28,0,870871.98,0,0,0,1716009.2,724967.1799,0,0,0,0,0,0,0,2118408.521,0,3697045.82,1005361.06,0,0,227071.3,0,0
01/01/1991,1686072.593,2009497.14,605388.74,0,1574188.81,0,0,0,732050.0926,0,403684.55,137431.55,936468.55,0,705442.34,0,0,0,0,294958.96,0,0,0,956341.59,960390.08,0,2527386.99,0,0,0,5211142.19,0,1704815.87,0,139654.64,3722490.12,0,0,2412114.7,537241.36,812385.48,0,0,0,0,5475646.08,0,0,2685227.98,3860476.55,0,0,7095943.444,2132067.824,0,1939935.04,0,475815.15,1146234.792,0,0,0,0,0,0,0,225541.39,174580.325,0,2397800.84,0,0,574184.88,1792386.24,0,0,1896839.89,961327.86,1881118.881,0,3187006.045,1017791.34,0,2713399.59,0,968797.7,0,0,1006749.32,6199686.549,0,0,2869148.375,4181818.182,0,929032.1,0,5687093.68,0,0,117397.19,0,0,0,1599334.44,2912600.43,0,4600255.53,0,0,0,0,1275273.35,0,3859250.87,0,0,0,0,308211.59,0,0,0,0,10090692.64,9120910.39,0,980393.8,0,0,865073.63,7764914.45,0,0,681064.13,1835692.97,0,1235434.19,0,0,0,2875086.81,457122.2432,0,0,0,0,0,0,0,2856254.56,0,2152834.56,2752010.13,0,0,262000.7,0,0
01/01/1992,2410754.315,207246.28,649896.46,0,1664269.49,0,0,0,3112824.675,0,511565.71,147535.43,756802.67,0,850937.64,0,0,0,0,316644.13,0,0,0,8179652.84,4010391.27,0,850425.63,0,0,0,8303959.27,0,281431.64,0,149921.95,1712276.35,0,0,770665.57,1294497.87,872111.45,0,3973544.974,0,0,6225230.72,0,0,1789378.66,2518604,0,0,1356713.98,1485482.735,0,892135.38,0,498464.64,528228.54,0,0,0,0,0,0,0,242123.02,187415.338,0,1775295.89,0,0,327359.72,1398589.41,0,0,841361.51,827553.03,3887063.756,0,8873711.84,1092618.59,0,473009.21,0,3735585.4,0,0,4816608.63,4086762.02,0,0,1612303.358,3618506.494,0,1641816.38,0,2761138.78,0,0,432607.93,0,0,0,1455309.54,685003.49,0,2054451.32,0,0,0,0,1393877.36,0,3640041.07,0,0,0,0,4181127.96,0,0,0,0,16782347.29,48603092.31,0,484885.11,936657.6819,0,928673.19,3450042.29,0,0,1852455.22,4291037.2,0,2385468.96,1345238.095,0,0,613559.73,3910064.538,0,0,0,0,0,0,0,4069733.06,0,8655617.99,1168788.16,0,0,1368310.79,0,0
01/01/1993,3423003.072,212896.83,1054581.9,0,239248.6,0,0,0,1494341.456,0,626126.18,151557.97,2016690.36,0,976604.93,0,0,0,0,1281256.64,0,0,1862485.471,3729742.38,2105106.49,0,918796.8,0,0,0,9087975.36,0,289104.85,0,154009.56,855353.35,0,0,791677.71,1255203.41,810209.89,0,6842592.591,0,0,1326802.72,0,0,1447710.51,3231671.04,0,0,6899674.99,2263131.314,0,2638710.88,0,678594.59,542630.65,0,0,0,0,0,0,0,312047.42,192525.203,0,5745024.12,0,0,336285.14,2875597.62,0,0,483248.48,1576477.16,2446420.66,0,6362961.28,1309815.67,0,485905.77,0,5038824.98,0,0,3363161.45,1865572.82,0,0,7297307.56,2506442.319,0,2295600.24,0,1455807.79,0,0,345797.24,0,0,0,1175399.96,164981.03,0,15929697.2,0,0,0,0,4250394.08,0,1632433.57,0,0,0,0,1658524.34,0,0,0,0,6432360.6,4812282.6,0,7353593.89,698899.3712,0,953993.39,3848151.22,0,0,1922576.65,2214576.62,0,4422082.56,742999.593,0,0,4097268.06,927511.078,0,0,0,0,0,0,0,3005296.58,0,655840.29,3556740.64,0,0,2624694.2,0,0
01/01/1994,4273981.478,971276.91,4408597.88,0,1262947.2,0,0,0,1332085.253,0,745865.56,160616.6,1831960.12,0,1747850.05,0,0,0,0,3745826.89,0,0,550321.991,2462685.99,2230928.95,0,2325195.83,0,0,0,2182939.84,0,306384.68,0,163214.73,1954904.83,0,0,1212356.59,4386169.07,857079.24,864583.3333,6107004.43,0,0,6990513.98,0,0,6902805.45,935953.77,0,0,8925548.08,2812747.63,0,3673839.25,0,818497.88,5109254.12,0,0,0,0,0,0,0,727358.74,204032.456,0,10187365.04,0,0,381079,3628041.37,0,0,470265.63,3871678.81,5242302.124,0,2802359.76,14741854.93,0,661459.18,0,1787725.14,988636.3636,0,4249499.94,1553773.81,0,0,6472925.05,8347286.93,0,508194.52,0,4525589.53,0,0,229201.19,4628787.879,0,0,3749111.45,174841.97,0,5444906.1,0,0,0,0,8105083.51,0,2731773.27,0,0,0,0,438925.95,0,0,0,0,7453368.91,1465259.3,0,2032165.32,5102638.352,0,1011013.69,4984356.24,0,0,1250110.87,2413778.37,0,2179711.59,4174771.062,0,0,1633437.52,552990.205,0,0,0,0,0,0,0,3977978.6,0,2262871.79,5936737.85,0,0,2195705.79,0,0
01/01/1995,5888068.02,424871.98,4648200.12,0,603007.91,0,0,0,2226597.222,4740000,971296.7,134909.82,1119774.01,0,2912552.69,0,0,0,0,868818.37,0,0,4448951.436,9759058.78,6447901.96,0,560524.46,0,0,0,1833558.97,0,257347.63,0,137092.11,952601.09,0,0,815860.48,457342.52,929257.36,10824479.17,4052258.8,0,0,1840690.11,0,0,4762217.83,3730002.32,0,0,9662711.03,4981418.27,0,258819,0,4755431.99,4070184.33,0,0,0,0,0,0,0,65209.13,171376.936,0,5601030.73,0,0,394647.1,607958.55,0,0,370266.82,2221080.27,6081820.43,0,2421894.99,14723070.42,0,2725716.67,0,9295168.05,1262941.92,0,8646775.89,2161119.22,2862500,0,3821126.4,9114325.89,0,3232161.12,0,1050491.55,0,0,192517.4,2902783.79,0,0,1202826.27,146858.41,0,8430267.14,0,0,0,0,958396.73,0,4636426.04,0,0,0,0,691458.33,0,0,0,0,15769322.04,1230743.6,0,3390568.86,1162274.774,0,849200.32,1835964.95,0,0,2575412.99,1544924.43,0,492055.75,1294661.508,0,0,1243292.06,515918.665,0,0,0,0,0,0,0,4575704.67,0,4300527.56,1816341.29,0,0,927187.12,0,0
01/01/1996,2363941.61,1723354.2,266979.91,0,571941.6,0,0,0,3231315.463,5009567.308,1054070.88,146406.87,2060713.01,0,869653.91,0,0,1115976.331,0,1200511.7,0,0,8624616.515,925514.67,21570672.78,0,641279.24,0,0,0,3059833.85,0,279278.86,0,914047.47,1595178.08,0,0,563554.16,622824.16,2172638.56,5782398.96,1970868.78,0,0,1301349.2,0,0,1489181.96,3919218.82,0,0,7852162.74,887551.69,0,3472841.69,0,2214653.72,3147241.39,0,0,0,0,0,0,0,70766.28,185981.729,0,2123843.51,0,0,428279.04,2303332.32,0,0,401821.06,1591515.28,3491971.92,0,3342834.54,2883773.15,0,1277978.85,0,489381.27,1795389.795,0,1313492.34,7620748.27,4050480.769,0,1935046.04,2410446.35,0,581675.23,0,1164097.6,0,0,208923.79,456583.231,0,0,1072692.93,159373.72,0,2689177.89,0,0,0,0,868155,0,3360075.06,0,0,0,0,2074533.6,0,0,0,0,7047566.75,1335627.9,0,539198.52,7439415.241,0,820585.17,1462212.79,0,0,3081856.87,865333.24,0,721621.56,11452324.4,0,0,514041.48,649086.368,0,0,0,0,0,0,0,5607481.78,0,1516134.45,2443668.33,0,0,340834.04,0,0
01/01/1997,1153612.37,1721000.85,102558.17,0,410277.38,0,0,0,942662.31,4294070.509,3251367.34,393140.47,847940.27,0,1142586.22,0,0,397610.125,0,4484858.27,0,0,4435501.76,1992947,40502464.9,0,1315946.1,0,0,0,12415256.8,0,392845.15,0,1514914.91,4097649.7,0,0,1174324.96,362187.46,6531748.24,574419.04,1246840.34,0,0,1515935.16,0,0,13558421.29,3168651.33,0,0,7006963.66,893962.37,0,876627.22,0,1554386.7,549857.62,0,0,0,0,0,0,0,69637.82,183016.02,0,3505633.27,0,0,419292.04,1371100.65,0,0,398113.16,1342937.26,847049.88,0,847636.04,4396060.34,0,917653.18,0,2050649.95,1468917.463,0,15105037.71,5298904.88,4769703.905,0,1544950.61,3288603.99,846770.6303,296936.92,0,997685.29,0,0,294166.1,3708687.409,0,0,6196205.49,156832.31,0,4882995.78,0,0,0,0,11662518.63,0,4953502.89,0,0,0,2680952.381,318283.97,0,0,0,0,7554873.17,1314329.6,0,1298476.35,1633735.11,0,497271.29,1340155.68,0,0,553296.07,2025410.93,0,1577346.95,5822043.87,0,0,1001831.38,557411.39,0,0,0,0,0,0,0,6285889.27,0,1454510.33,1974672.67,0,0,335399.02,0,0
01/01/1998,3181455.26,215266.17,200566.22,0,256854.08,0,0,0,1473207.51,7617312.54,856343.41,1769218.32,653464.14,0,1691434.52,0,0,3653400.707,0,4114911.15,0,0,6288569.88,483536.38,2396878.1,0,1358234.13,0,0,0,5913736.26,0,836425.58,0,1477101.45,371909.07,0,0,225327.99,353880.49,308944.04,1774011.64,846686.66,0,0,75173.25,0,0,1054212.91,1556103.9,0,0,6190303.93,1384688.83,0,227088.38,0,667595.76,548109.66,0,0,0,0,0,3302197.802,0,69416.45,182434.227,0,1725371.44,843406.5934,0,415164.15,310578.67,0,0,446756.86,727630.21,538823.53,0,646141.26,1937823.59,0,757810.02,0,2108824.92,2742642.975,0,4112920.87,4848792.45,4466012.04,0,2197725.27,852100.84,569117.3011,287243.48,0,872147.84,0,0,895563.23,1443742.55,0,0,1584069.93,794407.25,0,1871985.63,0,6737244.898,0,0,1636561.76,0,9005007.09,0,0,0,8572689.074,401023.52,0,0,0,0,21740857.8,10758108.9,0,2097457.26,4955093.85,0,495690.5,511711.86,0,0,2932721.45,916994.58,0,559657.63,12360796.4,0,0,110317.14,555639.423,0,0,0,0,0,0,0,3314616.19,0,1451646.21,2710163.37,0,0,2281829.76,0,0
01/01/1999,1444054.97,241890.87,534013.61,0,434837.88,0,0,0,461493.24,9909157.81,2187977.36,797585.64,272636.44,0,218055.56,0,0,4089518.12,0,1139607.68,0,0,2750841.79,777604.68,6853640.9,0,2811489.9,0,0,0,12820794.74,0,991138.83,0,973291.92,440700.92,0,0,253162.67,695628.73,465630.32,389718.56,2355080.53,0,0,89078.01,0,0,920402.47,1843935.72,0,0,8752003.36,614017.55,0,13439.48,0,791080.64,1930135.97,0,0,0,0,0,8701196.582,0,161095.3,216179.001,0,165852.53,10844322.34,0,10040952.49,1371916.78,0,0,529393.27,862219.64,539942.13,0,842970.02,2891416.26,0,516159.21,0,616722.78,4505024.106,0,2296044.73,9049810.41,4102109.72,0,985152.03,376264.52,1386387.638,273970.67,0,1181787.57,0,0,1090970.4,2580308.64,0,0,1676966.87,1351566.16,0,9478958.96,0,6202380.95,0,0,2848162.78,768115.942,1696123.41,0,0,0,15282913.17,1523043.58,0,0,0,0,5688622.25,11533343.2,0,345123.65,2732985.37,0,587378.15,635231.87,0,0,1926056.57,701999.52,0,240322.74,7629879.83,0,0,130722.45,2871015.362,1031862.745,0,0,0,0,0,0,3039907.27,0,1741251.17,372090.53,0,0,560846.56,5237341.772,0
01/01/2000,528332.08,9597.73,766581.63,0,406153.55,0,0,0,1339480.16,2013929.5,3189391.96,639134.19,229502.07,0,183556.55,0,0,3440684.684,0,1313271,0,0,5332738.33,1430075.21,10877194,0,1067965.37,0,0,0,2196284.7,0,1149381.58,0,290463.11,3718892.97,0,0,193217.42,430124.64,382373.05,253036.02,1026752.76,0,0,29148.94,0,0,377529.38,4373558.81,0,0,1177453.2,1088761.51,0,167201.76,0,665922.19,608418.48,0,0,0,0,0,7329684.76,0,206339.92,181976.887,0,139612.66,11828809.53,0,12193473.95,1264295.69,0,0,445636.9,578256.43,428484.58,0,2316166.99,3205037,0,434496.62,0,869318.18,5649297.52,0,545391.31,3879932.96,2289658.49,0,525790.37,272118.01,1688392.311,230625.21,0,928550.52,0,0,952812.61,2998218.3,0,0,861044,957686.34,0,3353559.24,0,10698778.2,0,0,1853997.9,572086.1329,4251843.01,0,0,0,10576623.38,271265.83,0,0,0,0,2948471.5,1953075.9,0,999732.28,3903398.34,0,494447.87,361114.56,0,0,1199789.36,821604.53,0,130746.05,2820251.86,0,0,110040.59,3483824.19,323923.319,0,0,0,0,0,0,2547244.67,866071.4286,1089479.03,145757.71,0,0,279705.22,6604962.513,0
01/01/2001,2795638.56,229578.28,793524.25,0,725971.26,0,0,0,6413034.14,833726.61,1581004.36,2273291.68,1018786.45,0,807604.95,0,0,1740027.22,0,388047.81,0,0,3425365.49,2520795.16,4206360,0,429497.99,0,0,0,1554293.1,0,4096241.48,0,1082066.43,2398971.56,0,0,200987.67,273746.64,157294.7,263211.88,159115.23,0,0,0,0,0,3024773.77,4430873.2,0,0,2191236.07,1359897.18,0,219259.27,0,3333562.57,573266.44,0,0,0,0,0,2059502.05,0,214637.88,189295.097,0,1471694.48,5768467,0,1592688.59,1696033.02,0,0,404993.08,472424.62,445716.12,0,1354651.99,3669476.4,0,451969.93,0,2918859.65,2613894.94,0,1396586.84,480969.45,2622124.35,0,510010.52,220313.41,1626346.216,899269.59,0,423888.78,0,0,4494185.67,2848282.43,0,0,1038136.31,996199.74,0,799396.22,0,5843984.96,0,0,1408639.3,1733065.838,2420032.13,0,0,0,1442462.93,254234.24,0,0,0,0,4644519.6,1613404.6,0,1457211.21,2761340.08,826156.2998,514332.11,370903.99,0,4428947.368,331654.59,820425.04,0,901235.92,1086313.61,0,0,114465.88,1210591.53,411904.894,0,0,0,0,0,0,1667606.95,5069313.91,2586233.41,151619.37,0,0,290953.58,3243988.23,0
01/01/2002,2553719.13,787389.28,267982.46,0,958975.05,0,0,0,406918.99,5055312.31,539891.39,445657.96,1122194.86,0,1169472.74,0,0,4730567.94,0,844868.96,0,0,1368859.12,1074500.73,1043899,0,297758.28,0,0,0,677019.7,0,881679.01,0,417399.58,1131537.69,0,0,164550.63,224119.14,128778.75,215494.22,691071.72,0,0,0,0,0,246068.54,238337.09,0,0,1112649.01,828700.76,599121.4237,777330.09,0,468876.42,261666.37,0,0,0,0,0,5075006.67,0,2132705.89,154977.806,0,1680881.6,1220808.96,0,1185532.33,635761.52,0,0,0,3946916.26,406040.89,0,206140.35,3058710.82,0,1492910.25,0,1386434.2,2998965.81,0,1194592.45,393774.54,2736199.34,0,20081.81,180372.8,3012334.334,236890.57,0,1643657.08,0,0,359880.51,3477440.91,0,0,2149010.1,1875143.5,0,2170146.35,0,0,0,0,1341037.78,301038.363,841917.03,0,0,0,494586.26,168583.73,0,0,0,0,3138324.9,16928392.2,0,341068.58,2696871.35,446726.0321,421088.9,303662.84,0,1107969.076,419110.04,354332.36,0,753794.82,2851081.55,0,0,1276831.07,1153876.02,342168.053,0,0,0,0,0,0,681122.07,4602126.529,1052606.64,124132.31,0,2245614.035,422842.37,4773059.91,0
01/01/2003,2759974.26,437763.26,269022.02,0,283270.68,0,0,0,322525.41,5516132.59,409886.16,258429.39,1296134.28,0,360095.58,0,0,1750037.8,0,2577025.08,0,0,2040603.81,545491.84,1239832.2,0,265784.83,0,0,0,1162702.8,0,184014.27,0,213154.18,594785.04,0,0,146881.09,691096.43,114950.42,192354.33,680523.75,0,0,0,0,0,173517.56,212744.31,0,0,2800723.92,739714.41,181061.8007,851886.35,0,418528.2,250271.57,0,0,0,0,0,3588957.62,0,486757.11,138336.202,0,676654.04,1080860.93,0,447215.41,567493.09,0,0,0,592047.29,811851.85,0,184004.88,2476276.6,0,1837504.2,0,611774.12,585755.9,0,2272171.4,3396422.19,2676739.09,0,866963.75,72783.12,3185964.401,211453.13,856818.1818,1011516.04,0,0,1205949.72,2243321.1,0,0,729968.86,1573558.74,0,514049.73,0,0,0,0,1159097.61,532155.702,405373.28,0,0,0,180047.79,150481.12,0,0,0,0,2396697.9,9595593.9,0,304444.44,2498948.8,1280080.247,375872.13,271055.35,0,2317464.161,353298.33,347167.29,0,304541.07,3020160.33,0,2775000,3397141.86,1433065.89,249917.082,0,0,0,0,0,0,2697404.78,3844814.82,1118053.71,110802.91,0,3599378.655,3107574.79,1520727.27,0
01/01/2004,3902849.38,391830.06,248770.44,0,253547.94,0,0,0,288683.79,4805877.58,322807.69,54422.04,621203.31,0,318548.39,0,0,2489575.79,0,206241.17,0,0,1564678.31,568550.3,2643758.8,0,198829.59,0,0,0,1147803,0,164706.2,0,190788.54,788815.79,0,0,131469.3,217210.15,126676.2,172171.17,882538.46,0,0,0,0,0,155310.88,992221.55,0,0,907967.41,1021360.44,162063.5278,1228483.61,0,310996.38,294646.31,2355315.904,0,0,0,0,296578.96,0,317359.77,123820.999,0,1778068.16,2826676.91,0,223694.03,507947.74,0,0,0,368702.11,747797.2,0,387882.04,2175067.82,0,815776.91,0,3388580.25,457633.59,0,1485952.47,280215.01,985748.17,0,400742.57,0,3838492.23,179372.2,7080377.123,893554.31,0,0,892514.04,4605362.17,0,0,249791.67,247318.49,0,177984.82,0,0,0,0,440937.39,586050.163,91397.52,0,0,0,161155.91,518929.95,0,0,0,0,2145219.5,2608252.6,0,1211153.73,3525828.88,1984312.169,336432.99,759853.65,0,2570419.772,42448.25,339716.67,0,130326.09,1844439.69,0,2329295.367,1836235.9,706082.9,380276.551,0,0,0,0,0,0,5718973.63,1364502.16,366666.67,1030191.4,0,1425661.12,275561.91,7587800.72,0
01/01/2005,2942010.47,235464.66,1159436.62,0,427286.12,0,0,0,1318750.91,1520035.35,1159854.32,69945.25,1266576.39,0,0,0,0,2315892.09,0,265068.92,681250,0,332393.2,6542428.94,1788964.5,0,216432.59,0,1832258.065,0,151603,0,211686.62,0,113188.43,317687.73,0,0,107947.79,265398.55,370263.16,221280.87,836439.21,0,0,0,750793.6508,0,199611.4,1475899.16,0,0,7159934.87,586246.66,1376914.84,475733.64,0,283018.41,378690.54,4429641.937,0,0,0,0,381174.46,0,346447.84,159139.415,0,189232.54,395388.25,0,747841.16,2863498.92,2800000,0,0,1693372.02,1088879.31,0,990824.32,4140376.16,0,551790.37,610740.7407,784876.54,1287970.03,0,1461327.62,360142.89,1316564.77,0,1231152.76,0,5715572.55,229315.48,2148566.373,5643512.95,0,0,1473797.63,1745978.73,0,0,269629.24,317863.03,0,228752.81,0,0,0,0,1866574.77,592068.678,1110727.7,0,0,0,1171496.13,1604828.13,1528571.429,0,0,0,2757117.1,833766.1,0,490764.33,1081534.09,5090415.327,432396.36,3282278.3,0,1772656.29,54556.1,1952156.78,0,861147.94,698959.58,0,802276.733,1061238.4,901416.3,749962.798,0,0,0,0,0,0,2016718.75,2471292.6,604334.74,0,0,1264338.671,243059.93,7670332.71,0
01/01/2006,1212906.64,104745.71,650982.9,0,19611.23,0,0,0,181453.43,1105818.83,1172999.56,65229.79,604788.47,0,0,0,0,2546925.8,0,247198.89,780633.8507,5041769.463,122269.84,651182.61,2270735.4,0,210643.24,0,3294582.458,0,1196959.8,0,197415.44,0,86665.77,228839.35,0,0,52680.02,0,433018.21,206362.89,580261.77,0,0,0,1205013.2,0,186154.29,2903739.86,0,0,8123872.18,384254.31,365325.914,274257.85,0,263938.3,375393.1,7041885.889,0,0,0,0,2797578.59,0,1473694.58,148410.786,0,163194.83,653517.8,0,2170105.82,1803915.4,4397222.222,0,0,190707.74,28589.75,0,399197.53,3801843.85,0,2069058.74,133065.8437,221776.41,297854.2,0,522063.5,335863.31,371801.62,0,641567.46,0,2723687.09,199083.61,732484.28,4635183.74,0,0,1528697.72,3403517.24,0,0,121789.08,176215.17,0,213331.08,0,0,0,0,258275.82,148553.472,449097.22,0,0,0,156094.62,129795.81,4538248.011,0,0,0,4597457,1607564.3,3350907.029,389384.29,561371.53,2399173.669,403245.69,922107.21,0,4193002.57,50878.12,1748815.85,0,365119.69,550022.32,0,6385940.932,707214.21,1995923.92,2644957.403,0,0,0,0,0,0,2915156.54,734242.1,882098.76,0,0,2839386.708,226673.68,4078331.08,0
01/01/2007,414900.2,87568.84,907859.13,0,16395.25,867959.7701,0,0,151697.53,227190.19,81606.28,54532.99,333796.89,0,0,0,2760294.118,1127231.73,0,206661.64,383771.022,7564852.202,102219.25,544397.52,334578.7,0,280711.32,0,3659000.507,0,1129177.1,0,150556.34,0,72453.77,135061.42,0,0,44041.22,0,276061.98,172522.18,67496.88,0,0,0,675420.243,0,344820.71,2752109.09,0,0,1962520.26,285363.3,198823.387,386807.83,0,550016.51,432618.89,3660174.62,0,0,0,0,2042090.58,0,441707.51,124073.436,0,138289.16,858174.61,0,286058.2,1523256.28,6950740.743,0,0,58322.55,23901.42,0,494070.82,8625171,0,252963.7,111244.856,185408.09,158921.23,0,732805.87,280786.3,360748.57,0,1699272.48,0,2419032.73,103084.04,947234.59,949322.9,0,0,36629.4,1829292.64,0,0,101817.33,20165.23,0,178347.69,0,0,0,0,215922.1,124192.723,476693.77,0,0,0,130497.22,24499.28,5249370.854,0,0,0,4125394.9,445730.4,612981.859,0,1702681.02,633698.24,189042.6,733482.56,0,3018520.31,42534.8,1118144.08,0,305245.03,459826.14,4033125,5968754.21,122807.91,3335205.96,2381220.741,0,0,0,0,0,0,428613.47,3120325.47,726755.99,0,0,1540864.27,189502.28,897390.23,0
01/01/2008,313881.95,97084.55,430918.08,0,18176.85,1872693.782,0,0,161868.69,124202.13,16086.95,60458.84,284361.69,0,0,0,1568592.437,305509.67,0,229118.63,1333245.061,11557535.74,113326.96,603554.75,370935.9,0,282154.35,0,790684.932,0,207583.4,0,18062.72,0,80326.99,128571.43,0,0,48826.98,0,36658.62,191269.39,74831.46,0,0,0,286858.504,0,280082.36,3404644.4,0,0,6333176.46,135918.37,220428.63,246521.83,0,246666.67,479629.63,13582536.87,0,0,0,0,696753.24,0,44852.94,137555.938,0,218076.93,1548571.43,0,677857.14,2790467.93,3355177,8983079.421,0,64660.2,26498.68,0,296532.67,5849772.6,0,168889.23,123333.3333,205555.56,202913.63,0,672339.47,1993656.51,409986.32,0,325149.7,0,2374002.3,114285.71,901864.96,225892.45,0,0,40609.76,1264943.95,0,0,112881.36,22356.5,0,197727.93,0,0,0,0,239385.38,137688.187,2690293.29,0,4835000,0,144677.77,27161.5,7853224.56,0,0,0,921032.9,494165.9,422801.724,0,131620.55,696716.69,208975.45,2154437.58,0,7598407.28,47156.86,1125205.48,0,164734.95,114058.3,5678995.536,3931759.26,136152.89,3049515.95,9556737.481,0,0,0,0,0,0,1024548.19,6509755.46,444000,0,0,2154434.04,680126.18,994905.58,0
01/01/2009,334134.62,128588.25,329147.53,0,24075.2,426473.025,0,0,0,91407.86,21307.14,80077.6,58133.82,0,0,0,5960622.714,3378378.5,0,276122.04,560233.831,8980557.04,150101.28,10466361.36,491303.7,0,307571.61,0,1048801.373,0,27687.2,0,23924.04,0,106392.9,170292.54,0,0,64671.21,0,48554.26,253335.84,452753.91,0,0,0,4990734.876,0,70909.6,1370966.3,0,0,4928058.64,180023.55,853570.089,234605.16,0,218697.94,129949.32,14726510.92,2205882.353,0,0,0,543826,0,0,182192.507,0,288842.35,527160.06,0,247785.22,1187951.28,4038710.83,10904752.34,0,85642.27,35097.43,0,265596.61,720766.2,0,94243.1,3071286.346,226733.14,455821.21,4850490.196,442317.34,1796226.35,397302.99,0,264106.41,0,686823.66,151371.15,435022.75,299194,0,0,53787.52,2777114.68,0,0,141293.77,29611.13,0,1605259.69,14443750,0,0,0,317065.35,182367.67,388885.88,0,3027048.12,0,191625.35,35975.34,252073.27,0,0,0,983723.6,1829560.6,157434.102,0,174331.1,2357210.12,276787.48,1273819.93,1826985.824,3508157.94,62459.15,179211.44,1359375,39681.31,10298.18,17912198.06,12935302.5,180334.18,6333340.73,4578749.86,0,0,2107954.545,0,0,0,816226.21,7411416.08,443670.53,0,0,3347930.44,0,1317750.03,0
